model_id,dataset,transition,field,n,mean,median,std,p90,p95,max,bootstrap_ci_low,bootstrap_ci_high
gemma_3_12b_it,SciERC,P1->P2,Metric,100,0.18573319733142854,0.0,0.38387569613678396,1.0,1.0,1.0,0.11483985151350498,0.2655416676104069
gemma_3_12b_it,SciERC,P1->P2,OtherScientificTerm,100,0.1880461496114731,8.940696716308594e-08,0.3828969086078086,1.0,1.0,1.0,0.11706248471140861,0.2661520256400108
gemma_3_12b_it,SciERC,P1->P2,Task,100,0.20288677155971527,0.0,0.40074632667338184,1.0,1.0,1.0,0.13109216299653054,0.28312141709029676
gemma_3_12b_it,SciERC,P1->P2,__RELATIONS__,100,0.18554809510707856,0.003990083932876587,0.3836706949311189,1.0,1.0,1.0,0.11580188937485217,0.26463719418644904
gemma_3_12b_it,SciERC,P2->P3,Generic,100,0.16842972755432128,0.0,0.36583589359402446,1.0,1.0,1.0,0.09789108583331109,0.2442109629511833
gemma_3_12b_it,SciERC,P2->P3,Material,100,0.08386017978191376,0.0,0.2720226890185098,0.06320933699607853,1.0,1.0,0.034492144897580145,0.1415657171756028
gemma_3_12b_it,SciERC,P2->P3,Method,100,0.10222247064113617,0.0,0.30092947801770703,0.17914528250695053,1.0,1.0,0.05114243863523007,0.16279802672564983
gemma_3_12b_it,SciERC,P2->P3,Metric,100,0.04321169853210449,0.0,0.19673753103538172,0.014789944887161285,0.06903994977474208,1.0,0.011681645110249519,0.08450418040156364
gemma_3_12b_it,SciERC,P2->P3,OtherScientificTerm,100,0.12672249495983123,8.940696716308594e-08,0.3245550898047117,1.0,1.0,1.0,0.06699790346622468,0.19589951215684412
gemma_3_12b_it,SciERC,P2->P3,Task,100,0.12275921881198883,0.0,0.32568923881429007,1.0,1.0,1.0,0.0628255814164877,0.19176575969159604
gemma_3_12b_it,SciERC,P2->P3,__RELATIONS__,100,0.12954117000102996,0.007021099328994751,0.32345072588973983,1.0,1.0,1.0,0.07100830453634262,0.1985694673806429
gemma_3_12b_it,SciERC,P3->P4,Generic,100,0.551660760641098,1.0,0.48878978897754993,1.0,1.0,1.0,0.45816817837953566,0.6462711084485053
gemma_3_12b_it,SciERC,P3->P4,Material,100,0.45823734045028686,0.07680755853652954,0.4833413015416587,1.0,1.0,1.0,0.36214870621263984,0.5525948477089404
gemma_3_12b_it,SciERC,P3->P4,Method,100,0.42679559528827665,0.05401340126991272,0.48136594706074587,1.0,1.0,1.0,0.3374293063431978,0.5220770854353906
gemma_3_12b_it,SciERC,P3->P4,Metric,100,0.31432371139526366,0.0,0.46231751438674284,1.0,1.0,1.0,0.22412903872132303,0.4062868328392505
gemma_3_12b_it,SciERC,P3->P4,OtherScientificTerm,100,0.34117908775806427,0.03507274389266968,0.45516347280292757,1.0,1.0,1.0,0.25455365125834944,0.4324754101485013
gemma_3_12b_it,SciERC,P3->P4,Task,100,0.36179136037826537,0.0332372784614563,0.4713668112549473,1.0,1.0,1.0,0.27132436011731625,0.4524717981368303
gemma_3_12b_it,SciERC,P3->P4,__RELATIONS__,100,0.30545403897762297,0.026250004768371582,0.4462824415789385,1.0,1.0,1.0,0.21886223889887332,0.3935201189219952
gemma_3_12b_it,SciERC,P4->P5,Generic,100,0.33179722249507904,0.008740276098251343,0.46179362205923047,1.0,1.0,1.0,0.24207548454403877,0.42083296455442903
gemma_3_12b_it,SciERC,P4->P5,Material,100,0.046441317200660706,0.007155060768127441,0.17085417784453866,0.06441106200218204,0.10524738132953634,1.0,0.017214437976479532,0.08401933616399763
gemma_3_12b_it,SciERC,P4->P5,Method,100,0.02352129399776459,0.003528892993927002,0.10153879024243273,0.04177237749099734,0.08296985328197476,1.0,0.010222648188471795,0.045975477039813986
gemma_3_12b_it,SciERC,P4->P5,Metric,100,0.1475802880525589,0.0,0.34639584566382864,1.0,1.0,1.0,0.08432715828716755,0.2167655250132084
gemma_3_12b_it,SciERC,P4->P5,OtherScientificTerm,100,0.044845332503318784,0.009506314992904663,0.17022281498808808,0.04599732756614688,0.09601151645183562,1.0,0.015706349804997445,0.08318071272969244
gemma_3_12b_it,SciERC,P4->P5,Task,100,0.11445525586605072,2.086162567138672e-07,0.29837929601803465,0.28759611248970707,1.0,1.0,0.06278563436865807,0.17578894183039664
gemma_3_12b_it,SciERC,P4->P5,__RELATIONS__,100,0.011177548766136169,0.009380072355270386,0.0073581544860644305,0.022980469465255754,0.02677696943283081,0.03224426507949829,0.009725466191768646,0.012660249575972555
gemma_3_12b_it,SciERC,P5->P6,Generic,100,0.06210618793964386,0.0,0.23827906512195313,0.01712508201599135,1.0,1.0,0.021593066081404686,0.11209013606607914
gemma_3_12b_it,SciERC,P5->P6,Material,100,0.0281264865398407,1.1920928955078125e-07,0.14195032576818783,0.024323129653930676,0.05172601342201222,1.0,0.005703500106930733,0.05937052327394483
gemma_3_12b_it,SciERC,P5->P6,Method,100,0.0026348209381103515,0.0,0.008197385557287124,0.006598758697509773,0.019153532385826094,0.05364084243774414,0.0012096123099327087,0.0043873755484819385
gemma_3_12b_it,SciERC,P5->P6,Metric,100,0.040498283505439756,0.0,0.19687772473675144,1.1920928955078125e-07,0.010480108857154773,1.0,0.01009197235107422,0.08064865197241304
gemma_3_12b_it,SciERC,P5->P6,OtherScientificTerm,100,0.027005082964897155,1.1920928955078125e-07,0.1406673267961611,0.03390726447105409,0.04099595248699188,1.0,0.0056472523510456086,0.057740791648626326
gemma_3_12b_it,SciERC,P5->P6,Task,100,0.04778987288475037,0.0,0.1967759089380652,0.05173047780990609,0.11876959800720203,1.0,0.01484585699439049,0.08931890377402305
gemma_3_12b_it,SciERC,P5->P6,__RELATIONS__,100,0.005976001024246216,0.0036974847316741943,0.008380067158628724,0.013230848312377934,0.01667482256889343,0.06856918334960938,0.004500345349311829,0.007846679329872132
mistral_7b_instruct_v03,EBM-NLP,P1->P2,Intervention,191,0.0485362912971936,0.014390349388122559,0.12827539256975526,0.09670382738113403,0.12651404738426208,1.0,0.03258440190272806,0.06968379967031678
mistral_7b_instruct_v03,EBM-NLP,P1->P2,Outcome,191,0.04732220647222709,0.010398626327514648,0.14416175980795534,0.09030914306640625,0.10574117302894592,1.0,0.028845439484606238,0.07030092805467975
mistral_7b_instruct_v03,EBM-NLP,P1->P2,Participant,191,0.06278294200048397,0.0,0.17880592889831534,0.1393885612487793,0.22562819719314575,1.0,0.04016602067423117,0.09014636775117894
mistral_7b_instruct_v03,EBM-NLP,P2->P3,Intervention,191,0.029057951497781963,5.960464477539063e-08,0.08252640369866625,0.08709931373596191,0.10426852107048035,1.0,0.019383467148735886,0.04252981474886388
mistral_7b_instruct_v03,EBM-NLP,P2->P3,Outcome,191,0.03974274034899567,0.002116084098815918,0.1278370231695774,0.08609730005264282,0.1294858157634735,1.0,0.023600649779067614,0.059318037175071156
mistral_7b_instruct_v03,EBM-NLP,P2->P3,Participant,191,0.02637207383260677,0.0,0.08715612220624937,0.08211636543273926,0.14360558986663818,1.0,0.015849221922964327,0.039731776441267005
mistral_7b_instruct_v03,EBM-NLP,P3->P4,Intervention,191,0.07811677050216036,0.035759925842285156,0.16477097609612218,0.1605360507965088,0.22430884838104248,1.0,0.05667243063137794,0.10341778546571731
mistral_7b_instruct_v03,EBM-NLP,P3->P4,Outcome,191,0.3763316660651362,0.11427950859069824,0.437390466464626,1.0,1.0,1.0,0.3166692375044548,0.4385960919304668
mistral_7b_instruct_v03,EBM-NLP,P3->P4,Participant,191,0.11804142641147394,0.0686984658241272,0.1809697781603148,0.23019152879714966,0.28997910022735596,1.0,0.0944676678998308,0.14506609879083035
mistral_7b_instruct_v03,EBM-NLP,P4->P5,Intervention,191,0.06187833759797181,0.018938660621643066,0.11981708568394805,0.16534137725830078,0.2220761775970459,1.0,0.04643898269268854,0.08048757029921595
mistral_7b_instruct_v03,EBM-NLP,P4->P5,Outcome,191,0.34600403358799003,0.058765947818756104,0.4519158064746236,1.0,1.0,1.0,0.2830169424648684,0.41058112415655734
mistral_7b_instruct_v03,EBM-NLP,P4->P5,Participant,191,0.09401215308623788,0.036612510681152344,0.18187955684958798,0.2167028784751892,0.2621420621871948,1.0,0.06964153964169986,0.12089216276145105
mistral_7b_instruct_v03,EBM-NLP,P5->P6,Intervention,191,0.04782692393707355,0.0,0.13635926298471854,0.14313364028930664,0.2161252498626709,1.0,0.030823772318700222,0.06826061642294776
mistral_7b_instruct_v03,EBM-NLP,P5->P6,Outcome,191,0.24094815622449545,0.0,0.4123549048635234,1.0,1.0,1.0,0.18311759759306284,0.30202888902569314
mistral_7b_instruct_v03,EBM-NLP,P5->P6,Participant,191,0.04520884359070144,0.0,0.16364473917840924,0.06699633598327637,0.14788368344306946,1.0,0.02404848986271164,0.06968441140589286
mistral_7b_instruct_v03,SciER,P1->P2,Dataset,16,0.22110030055046082,0.045743316411972046,0.38865460826557385,1.0,1.0,1.0,0.04754038630053401,0.4080125471577048
mistral_7b_instruct_v03,SciER,P1->P2,Method,16,0.1961733028292656,0.01368016004562378,0.39900807729462967,1.0,1.0,1.0,0.012917879037559034,0.38454614095389844
mistral_7b_instruct_v03,SciER,P1->P2,Task,16,0.22457782924175262,0.04431071877479553,0.3892560825368082,1.0,1.0,1.0,0.048428109008818866,0.42149982284754495
mistral_7b_instruct_v03,SciER,P1->P2,__RELATIONS__,16,0.21126309037208557,0.04057246446609497,0.3917673499270547,1.0,1.0,1.0,0.03138086684048176,0.39853905644267795
mistral_7b_instruct_v03,SciER,P2->P3,Dataset,16,0.15703697875142097,0.02162054181098938,0.3325031030362976,0.5752191245555878,1.0,1.0,0.02578066447749734,0.33608604399487374
mistral_7b_instruct_v03,SciER,P2->P3,Method,16,0.13825271651148796,0.009164810180664062,0.3369359062582403,0.5292114615440369,1.0,1.0,0.01102229068055749,0.3222976692952215
mistral_7b_instruct_v03,SciER,P2->P3,Task,16,0.13942430168390274,0.0,0.3377619259955121,0.5621024668216705,1.0,1.0,0.008760947734117508,0.322259072214365
mistral_7b_instruct_v03,SciER,P2->P3,__RELATIONS__,16,0.14529532939195633,0.019029736518859863,0.33399541873514527,0.5312022566795349,1.0,1.0,0.020042358711361886,0.3289637653157115
mistral_7b_instruct_v03,SciER,P3->P4,Dataset,16,0.27963753044605255,0.061759114265441895,0.4318589646686525,1.0,1.0,1.0,0.09380371673032642,0.5068322341889143
mistral_7b_instruct_v03,SciER,P3->P4,Method,16,0.3354787155985832,0.0482783317565918,0.46316330098390496,1.0,1.0,1.0,0.14597008200362324,0.5757615678012371
mistral_7b_instruct_v03,SciER,P3->P4,Task,16,0.4081254415214062,0.11124363541603088,0.4757946258505315,1.0,1.0,1.0,0.17919534891843797,0.6439064844511448
mistral_7b_instruct_v03,SciER,P3->P4,__RELATIONS__,16,0.3304945081472397,0.034675270318984985,0.46630090208000113,1.0,1.0,1.0,0.14389653699472546,0.5729318472556769
mistral_7b_instruct_v03,SciER,P4->P5,Dataset,16,0.44234147295355797,0.038731783628463745,0.5082876440167993,1.0,1.0,1.0,0.19718294218182564,0.6923414692282677
mistral_7b_instruct_v03,SciER,P4->P5,Method,16,0.4508010447025299,0.0912371575832367,0.5012709680911405,1.0,1.0,1.0,0.2070268342271447,0.6921094805002213
mistral_7b_instruct_v03,SciER,P4->P5,Task,16,0.5136139094829559,0.5800312459468842,0.5037825588988157,1.0,1.0,1.0,0.27285420410335065,0.754066989570856
mistral_7b_instruct_v03,SciER,P4->P5,__RELATIONS__,16,0.4519953317940235,0.04911807179450989,0.49933014714403645,1.0,1.0,1.0,0.20878719547763466,0.6952025675214827
mistral_7b_instruct_v03,SciER,P5->P6,Dataset,16,0.25106462463736534,0.0,0.44659862792199717,1.0,1.0,1.0,0.06356462445110082,0.44321447797117497
mistral_7b_instruct_v03,SciER,P5->P6,Method,16,0.2592470347881317,8.940696716308594e-08,0.44292570562685324,1.0,1.0,1.0,0.07158142235130072,0.500328734703362
mistral_7b_instruct_v03,SciER,P5->P6,Task,16,0.2534065805375576,0.0,0.4453642331169179,1.0,1.0,1.0,0.06572937592864037,0.5000000037252903
mistral_7b_instruct_v03,SciER,P5->P6,__RELATIONS__,16,0.262904841452837,0.0246676504611969,0.43986488468648033,1.0,1.0,1.0,0.07713637240231037,0.5062767816707492
mistral_7b_instruct_v03,SciERC,P1->P2,Generic,100,0.3147038906812668,0.0,0.45289485935994694,1.0,1.0,1.0,0.22908362534642218,0.40452992270886895
mistral_7b_instruct_v03,SciERC,P1->P2,Material,100,0.23273549735546112,0.0,0.42196883574025745,1.0,1.0,1.0,0.15156258343160153,0.3146897012144327
mistral_7b_instruct_v03,SciERC,P1->P2,Method,100,0.28922305166721346,2.9802322387695312e-08,0.4462869208621575,1.0,1.0,1.0,0.20661518241465093,0.3780566739439964
mistral_7b_instruct_v03,SciERC,P1->P2,Metric,100,0.1722676932811737,0.0,0.3766682410351334,1.0,1.0,1.0,0.10262542286515235,0.2506867832839489
mistral_7b_instruct_v03,SciERC,P1->P2,OtherScientificTerm,100,0.25858553290367126,0.008917063474655151,0.43078209360120134,1.0,1.0,1.0,0.17943549832701683,0.3465510088652372
mistral_7b_instruct_v03,SciERC,P1->P2,Task,100,0.2870890301465988,0.0,0.44761821135165,1.0,1.0,1.0,0.20279927049577237,0.37614802123606206
mistral_7b_instruct_v03,SciERC,P1->P2,__RELATIONS__,100,0.25596715867519376,0.00943148136138916,0.4317955872491656,1.0,1.0,1.0,0.1762997522354126,0.34468333880603313
mistral_7b_instruct_v03,SciERC,P2->P3,Generic,100,0.3332556241750717,0.0,0.47061088139149937,1.0,1.0,1.0,0.2436497757434845,0.4236013926267624
mistral_7b_instruct_v03,SciERC,P2->P3,Material,100,0.18241628229618073,0.0,0.38525351131823343,1.0,1.0,1.0,0.11114042043685914,0.26181825283169746
mistral_7b_instruct_v03,SciERC,P2->P3,Method,100,0.1841215354204178,0.0,0.3844696704915535,1.0,1.0,1.0,0.11365237019956112,0.26332488013803956
mistral_7b_instruct_v03,SciERC,P2->P3,Metric,100,0.16199766755104064,0.0,0.3678419122250084,1.0,1.0,1.0,0.09151909266412257,0.24014204254746438
mistral_7b_instruct_v03,SciERC,P2->P3,OtherScientificTerm,100,0.23595414578914642,0.0020143091678619385,0.41995946368073384,1.0,1.0,1.0,0.15664482751488684,0.3170107890814542
mistral_7b_instruct_v03,SciERC,P2->P3,Task,100,0.16227379620075225,0.0,0.36759798693407947,1.0,1.0,1.0,0.0921236682832241,0.24046760416030877
mistral_7b_instruct_v03,SciERC,P2->P3,__RELATIONS__,100,0.2549335998296738,0.008730918169021606,0.4323814461491022,1.0,1.0,1.0,0.17511369335651397,0.3437364686876535
mistral_7b_instruct_v03,SciERC,P3->P4,Generic,100,0.3211802309751511,0.0,0.46816054587433226,1.0,1.0,1.0,0.23118023097515106,0.41118023097515105
mistral_7b_instruct_v03,SciERC,P3->P4,Material,100,0.47634864985942843,0.07590004801750183,0.49643026415108144,1.0,1.0,1.0,0.3772835638076067,0.5757583204507827
mistral_7b_instruct_v03,SciERC,P3->P4,Method,100,0.5350360333919525,1.0,0.4873895743123945,1.0,1.0,1.0,0.4390494050830603,0.6324222189188003
mistral_7b_instruct_v03,SciERC,P3->P4,Metric,100,0.23530615568161012,0.0,0.42095894019104474,1.0,1.0,1.0,0.1559673158079386,0.32195682972669604
mistral_7b_instruct_v03,SciERC,P3->P4,OtherScientificTerm,100,0.4653201550245285,0.0686032772064209,0.4868638442284575,1.0,1.0,1.0,0.37485189239680766,0.56077335716784
mistral_7b_instruct_v03,SciERC,P3->P4,Task,100,0.5594709491729737,1.0,0.482981837687386,1.0,1.0,1.0,0.46461047913134096,0.6559122294336556
mistral_7b_instruct_v03,SciERC,P3->P4,__RELATIONS__,100,0.47969472765922544,0.0415690541267395,0.4926212706426881,1.0,1.0,1.0,0.381589349552989,0.5762273838073014
mistral_7b_instruct_v03,SciERC,P4->P5,Generic,100,0.15,0.0,0.3588702812826367,1.0,1.0,1.0,0.08,0.22
mistral_7b_instruct_v03,SciERC,P4->P5,Material,100,0.34286807239055633,0.0472102165222168,0.4551291000611413,1.0,1.0,1.0,0.25701495878398417,0.43284584988653657
mistral_7b_instruct_v03,SciERC,P4->P5,Method,100,0.2023517382144928,0.024081438779830933,0.3776938995884493,1.0,1.0,1.0,0.1327065538316965,0.27775141894817346
mistral_7b_instruct_v03,SciERC,P4->P5,Metric,100,0.2088327068090439,0.0,0.3990106341856341,1.0,1.0,1.0,0.1379795147329569,0.29000276856124396
mistral_7b_instruct_v03,SciERC,P4->P5,OtherScientificTerm,100,0.250131853222847,0.017482399940490723,0.4134858744187384,1.0,1.0,1.0,0.1701260880678892,0.3309667310714721
mistral_7b_instruct_v03,SciERC,P4->P5,Task,100,0.26734032154083254,0.0,0.42725479486922724,1.0,1.0,1.0,0.18640086390078067,0.35172752130031576
mistral_7b_instruct_v03,SciERC,P4->P5,__RELATIONS__,100,0.2100423163175583,0.01966157555580139,0.385172970056652,1.0,1.0,1.0,0.13777824983000755,0.2886984635442495
mistral_7b_instruct_v03,SciERC,P5->P6,Generic,100,0.09000000059604644,0.0,0.2876234910762692,5.960464477539571e-09,1.0,1.0,0.04,0.15000000059604646
mistral_7b_instruct_v03,SciERC,P5->P6,Material,100,0.08717413246631622,0.0,0.25492707930109426,0.1305902659893037,1.0,1.0,0.04122208388149738,0.14091604416072367
mistral_7b_instruct_v03,SciERC,P5->P6,Method,100,0.09316809475421906,0.0,0.27063906822558237,0.10656846165657079,1.0,1.0,0.04517794373631478,0.15064683288335795
mistral_7b_instruct_v03,SciERC,P5->P6,Metric,100,0.19429482281208038,0.0,0.3927901492500754,1.0,1.0,1.0,0.12290398357808589,0.2736637517064809
mistral_7b_instruct_v03,SciERC,P5->P6,OtherScientificTerm,100,0.1227802300453186,0.002486705780029297,0.31105749717873094,1.0,1.0,1.0,0.06630908380448818,0.18565193749964232
mistral_7b_instruct_v03,SciERC,P5->P6,Task,100,0.08125919938087463,0.0,0.2560227558148994,0.1270387768745425,1.0,1.0,0.03604300455749035,0.1347357120513916
mistral_7b_instruct_v03,SciERC,P5->P6,__RELATIONS__,100,0.08499657034873963,0.010355204343795776,0.25319754593532523,0.06973143219947828,1.0,1.0,0.04194197943806648,0.13716965092718592
qwen3_8b,EBM-NLP,P1->P2,Intervention,191,0.018763450427829283,5.960464477539063e-08,0.07698062876406782,0.0568389892578125,0.08329951763153076,1.0,0.010705662538243838,0.03151477576862455
qwen3_8b,EBM-NLP,P1->P2,Outcome,191,0.01777248232776582,0.0008494257926940918,0.07482028975950314,0.03958863019943237,0.06349354982376099,1.0,0.010284005987082475,0.03010755728208581
qwen3_8b,EBM-NLP,P1->P2,Participant,191,0.046732646008436594,0.0,0.16436634175976886,0.09306836128234863,0.17655986547470093,1.0,0.025825933105658488,0.07282012632379979
qwen3_8b,EBM-NLP,P2->P3,Intervention,191,0.02756331291498314,0.0,0.1260482576673997,0.052838921546936035,0.07713207602500916,1.0,0.011947401546682987,0.047654501571081045
qwen3_8b,EBM-NLP,P2->P3,Outcome,191,0.031229505364183355,1.1920928955078125e-07,0.12608228420077466,0.06935030221939087,0.09898808598518372,1.0,0.016179628311339473,0.05099438758888794
qwen3_8b,EBM-NLP,P2->P3,Participant,191,0.058418030826209104,0.0,0.1800193180552095,0.13430655002593994,0.24133756756782532,1.0,0.0354563259563521,0.08512355653247283
qwen3_8b,EBM-NLP,P3->P4,Intervention,191,0.06618706936611556,0.01745682954788208,0.17663151578700456,0.12163782119750977,0.21181350946426392,1.0,0.04362366562270369,0.09218938526994895
qwen3_8b,EBM-NLP,P3->P4,Outcome,191,0.06415779896431568,0.019585728645324707,0.16295243521807573,0.1243780255317688,0.1723633110523224,1.0,0.04313609579782836,0.08898952750791428
qwen3_8b,EBM-NLP,P3->P4,Participant,191,0.12911314614780287,0.04482007026672363,0.2492081346720716,0.24760711193084717,1.0,1.0,0.09504151682110981,0.16523712580116628
qwen3_8b,EBM-NLP,P4->P5,Intervention,191,0.06498299406461067,0.003975868225097656,0.16710049988821513,0.13977563381195068,0.24561214447021484,1.0,0.04361220414881931,0.0903114235369947
qwen3_8b,EBM-NLP,P4->P5,Outcome,191,0.10315529089323514,0.031002163887023926,0.22941194133541493,0.17542243003845215,1.0,1.0,0.07270818072619863,0.1385877728852302
