model_id,dataset,transition,grouping,target,n,spearman_rho,p_value,p_holm,significant_holm_005
qwen3_8b,EBM-NLP,P1->P2,model_id+dataset+transition,abs_delta_entity_exact_f1,191,0.6380459351541954,3.1739305612099437e-23,1.2695722244839775e-21,1
qwen3_8b,EBM-NLP,P1->P2,model_id+dataset+transition,delta_entity_partial_f1,191,-0.05481099227498164,0.45139170704802256,1.0,0
qwen3_8b,EBM-NLP,P1->P2,model_id+dataset+transition,abs_delta_entity_partial_f1,191,0.757616505402872,7.292570218601437e-37,3.208730896184632e-35,1
qwen3_8b,EBM-NLP,P1->P2,model_id+dataset+transition,delta_relation_exact_f1,191,,,,0
qwen3_8b,EBM-NLP,P1->P2,model_id+dataset+transition,abs_delta_relation_exact_f1,191,,,,0
qwen3_8b,EBM-NLP,P2->P3,model_id+dataset+transition,delta_entity_exact_f1,191,-0.0746327763385401,0.30484134542868263,1.0,0
qwen3_8b,EBM-NLP,P2->P3,model_id+dataset+transition,abs_delta_entity_exact_f1,191,0.6647674888416193,1.0017562091273153e-25,4.207376078334724e-24,1
qwen3_8b,EBM-NLP,P2->P3,model_id+dataset+transition,delta_entity_partial_f1,191,-0.11403774546670765,0.11622535728913196,1.0,0
qwen3_8b,EBM-NLP,P2->P3,model_id+dataset+transition,abs_delta_entity_partial_f1,191,0.7885167090672722,9.20720066938266e-42,4.143240301222197e-40,1
qwen3_8b,EBM-NLP,P2->P3,model_id+dataset+transition,delta_relation_exact_f1,191,,,,0
qwen3_8b,EBM-NLP,P2->P3,model_id+dataset+transition,abs_delta_relation_exact_f1,191,,,,0
qwen3_8b,EBM-NLP,P3->P4,model_id+dataset+transition,delta_entity_exact_f1,191,-0.05017557931494692,0.49062020791751926,1.0,0
qwen3_8b,EBM-NLP,P3->P4,model_id+dataset+transition,abs_delta_entity_exact_f1,191,0.33010208830131854,3.108040538359114e-06,5.283668915210494e-05,1
qwen3_8b,EBM-NLP,P3->P4,model_id+dataset+transition,delta_entity_partial_f1,191,-0.07742396337277707,0.2870590439777094,1.0,0
qwen3_8b,EBM-NLP,P3->P4,model_id+dataset+transition,abs_delta_entity_partial_f1,191,0.34909507898385345,7.439452858425868e-07,1.1903124573481389e-05,1
qwen3_8b,EBM-NLP,P3->P4,model_id+dataset+transition,delta_relation_exact_f1,191,,,,0
qwen3_8b,EBM-NLP,P3->P4,model_id+dataset+transition,abs_delta_relation_exact_f1,191,,,,0
qwen3_8b,EBM-NLP,P4->P5,model_id+dataset+transition,delta_entity_exact_f1,191,-0.15033236893006174,0.03791170034633633,1.0,0
qwen3_8b,EBM-NLP,P4->P5,model_id+dataset+transition,abs_delta_entity_exact_f1,191,0.32398851460046846,4.827432987772407e-06,7.723892780435851e-05,1
qwen3_8b,EBM-NLP,P4->P5,model_id+dataset+transition,delta_entity_partial_f1,191,-0.15609791102141204,0.03105313508232414,1.0,0
qwen3_8b,EBM-NLP,P4->P5,model_id+dataset+transition,abs_delta_entity_partial_f1,191,0.43123650930267016,4.728786798068066e-10,9.457573596136133e-09,1
qwen3_8b,EBM-NLP,P4->P5,model_id+dataset+transition,delta_relation_exact_f1,191,,,,0
qwen3_8b,EBM-NLP,P4->P5,model_id+dataset+transition,abs_delta_relation_exact_f1,191,,,,0
qwen3_8b,EBM-NLP,P5->P6,model_id+dataset+transition,delta_entity_exact_f1,191,0.1719281573236117,0.017395806286967963,0.6784364451917506,0
qwen3_8b,EBM-NLP,P5->P6,model_id+dataset+transition,abs_delta_entity_exact_f1,191,0.6874481296678766,4.64309153520408e-28,2.042960275489795e-26,1
qwen3_8b,EBM-NLP,P5->P6,model_id+dataset+transition,delta_entity_partial_f1,191,0.07363448055683554,0.31137378110229924,1.0,0
qwen3_8b,EBM-NLP,P5->P6,model_id+dataset+transition,abs_delta_entity_partial_f1,191,0.6819649570617256,1.779842177152272e-27,7.119368708609088e-26,1
qwen3_8b,EBM-NLP,P5->P6,model_id+dataset+transition,delta_relation_exact_f1,191,,,,0
qwen3_8b,EBM-NLP,P5->P6,model_id+dataset+transition,abs_delta_relation_exact_f1,191,,,,0
qwen3_8b,SciER,P1->P2,model_id+dataset+transition,delta_entity_exact_f1,16,0.06666937223947136,0.8062107728331852,1.0,0
qwen3_8b,SciER,P1->P2,model_id+dataset+transition,abs_delta_entity_exact_f1,16,0.9549937104572924,8.901672538444131e-09,1.8693512330732676e-07,1
qwen3_8b,SciER,P1->P2,model_id+dataset+transition,delta_entity_partial_f1,16,0.05765999761251577,0.8320240803963658,1.0,0
qwen3_8b,SciER,P1->P2,model_id+dataset+transition,abs_delta_entity_partial_f1,16,0.9874274591143324,1.2880399184070807e-12,3.3489037878584096e-11,1
qwen3_8b,SciER,P1->P2,model_id+dataset+transition,delta_relation_exact_f1,16,0.1312150574604448,0.6281104367935533,1.0,0
qwen3_8b,SciER,P1->P2,model_id+dataset+transition,abs_delta_relation_exact_f1,16,0.8847075843923929,5.325630711618785e-06,0.0001437920292137072,1
qwen3_8b,SciER,P2->P3,model_id+dataset+transition,delta_entity_exact_f1,16,-0.2993198692343515,0.26007062741659687,1.0,0
qwen3_8b,SciER,P2->P3,model_id+dataset+transition,abs_delta_entity_exact_f1,16,0.9873668413704584,1.3319321884254915e-12,3.8626033464339256e-11,1
qwen3_8b,SciER,P2->P3,model_id+dataset+transition,delta_entity_partial_f1,16,-0.28765805614729884,0.2799915598967421,1.0,0
qwen3_8b,SciER,P2->P3,model_id+dataset+transition,abs_delta_entity_partial_f1,16,0.9679304862253707,8.593816173384194e-10,1.632825072942997e-08,1
qwen3_8b,SciER,P2->P3,model_id+dataset+transition,delta_relation_exact_f1,16,0.1744375532204375,0.5181928238596732,1.0,0
qwen3_8b,SciER,P2->P3,model_id+dataset+transition,abs_delta_relation_exact_f1,16,0.6544185913811318,0.00594917108008514,0.13088176376187308,0
qwen3_8b,SciER,P3->P4,model_id+dataset+transition,delta_entity_exact_f1,16,-0.6006238088671527,0.013881847844435977,0.5552739137774391,0
qwen3_8b,SciER,P3->P4,model_id+dataset+transition,abs_delta_entity_exact_f1,16,0.9774858065877192,7.408808533761833e-11,1.9262902187780765e-09,1
qwen3_8b,SciER,P3->P4,model_id+dataset+transition,delta_entity_partial_f1,16,-0.6124007462959203,0.011676847379480113,0.4787507425586846,0
qwen3_8b,SciER,P3->P4,model_id+dataset+transition,abs_delta_entity_partial_f1,16,0.9892627440164868,4.288675680992291e-13,1.1579424338679186e-11,1
qwen3_8b,SciER,P3->P4,model_id+dataset+transition,delta_relation_exact_f1,16,-0.4859836666222461,0.05631508155343912,1.0,0
qwen3_8b,SciER,P3->P4,model_id+dataset+transition,abs_delta_relation_exact_f1,16,0.8722783759886469,1.053715863391508e-05,0.00027396612448179206,1
qwen3_8b,SciER,P4->P5,model_id+dataset+transition,delta_entity_exact_f1,16,0.49361404187383634,0.05199937877510826,1.0,0
qwen3_8b,SciER,P4->P5,model_id+dataset+transition,abs_delta_entity_exact_f1,16,0.9872280837476727,1.4372486307444143e-12,4.02429616608436e-11,1
qwen3_8b,SciER,P4->P5,model_id+dataset+transition,delta_entity_partial_f1,16,0.49361404187383634,0.05199937877510826,1.0,0
qwen3_8b,SciER,P4->P5,model_id+dataset+transition,abs_delta_entity_partial_f1,16,0.9872280837476727,1.4372486307444143e-12,3.593121576861036e-11,1
qwen3_8b,SciER,P4->P5,model_id+dataset+transition,delta_relation_exact_f1,16,0.27558912730477525,0.30154887499588773,1.0,0
qwen3_8b,SciER,P4->P5,model_id+dataset+transition,abs_delta_relation_exact_f1,16,0.8267673819143256,7.835725573027632e-05,0.001958931393256908,1
qwen3_8b,SciER,P5->P6,model_id+dataset+transition,delta_entity_exact_f1,16,-0.46429175727273514,0.07002621804655912,1.0,0
qwen3_8b,SciER,P5->P6,model_id+dataset+transition,abs_delta_entity_exact_f1,16,0.9949109084415754,2.338899309158656e-15,7.95225765113943e-14,1
qwen3_8b,SciER,P5->P6,model_id+dataset+transition,delta_entity_partial_f1,16,-0.06632739389610504,0.8071873478518803,1.0,0
qwen3_8b,SciER,P5->P6,model_id+dataset+transition,abs_delta_entity_partial_f1,16,0.9949109084415754,2.338899309158656e-15,7.4844777893077e-14,1
qwen3_8b,SciER,P5->P6,model_id+dataset+transition,delta_relation_exact_f1,16,-0.29624941026130125,0.26522880561607026,1.0,0
qwen3_8b,SciER,P5->P6,model_id+dataset+transition,abs_delta_relation_exact_f1,16,0.8887482307839037,4.1950727795592394e-06,0.00011746203782765871,1
qwen3_8b,SciERC,P1->P2,model_id+dataset+transition,delta_entity_exact_f1,100,0.022771206166421008,0.8220739480025164,1.0,0
qwen3_8b,SciERC,P1->P2,model_id+dataset+transition,abs_delta_entity_exact_f1,100,0.7301651822923536,6.7323293725545675e-18,2.49096186784519e-16,1
qwen3_8b,SciERC,P1->P2,model_id+dataset+transition,delta_entity_partial_f1,100,0.03340369324379392,0.7414533428381971,1.0,0
qwen3_8b,SciERC,P1->P2,model_id+dataset+transition,abs_delta_entity_partial_f1,100,0.7557186442623129,1.0199343812980321e-19,3.5697703345431126e-18,1
qwen3_8b,SciERC,P1->P2,model_id+dataset+transition,delta_relation_exact_f1,100,0.08121713818012707,0.4218079371281923,1.0,0
qwen3_8b,SciERC,P1->P2,model_id+dataset+transition,abs_delta_relation_exact_f1,100,0.14066825939876967,0.16272993815892514,1.0,0
qwen3_8b,SciERC,P2->P3,model_id+dataset+transition,delta_entity_exact_f1,100,-0.14570223057216705,0.1480552227247106,1.0,0
qwen3_8b,SciERC,P2->P3,model_id+dataset+transition,abs_delta_entity_exact_f1,100,0.8462895291390872,1.4898939930760265e-28,6.704522968842119e-27,1
qwen3_8b,SciERC,P2->P3,model_id+dataset+transition,delta_entity_partial_f1,100,-0.14135833231316733,0.16065672471177478,1.0,0
qwen3_8b,SciERC,P2->P3,model_id+dataset+transition,abs_delta_entity_partial_f1,100,0.8419467694689056,5.225292811810323e-28,2.1423700528422323e-26,1
qwen3_8b,SciERC,P2->P3,model_id+dataset+transition,delta_relation_exact_f1,100,-0.054342413429627416,0.59127521753855,1.0,0
qwen3_8b,SciERC,P2->P3,model_id+dataset+transition,abs_delta_relation_exact_f1,100,0.3620247045551503,0.00021466802076682332,0.00515203249840376,1
qwen3_8b,SciERC,P3->P4,model_id+dataset+transition,delta_entity_exact_f1,100,0.5013225709604148,1.0799083071395934e-07,4.643605720700252e-06,1
qwen3_8b,SciERC,P3->P4,model_id+dataset+transition,abs_delta_entity_exact_f1,100,0.540948751398516,6.2365165319656425e-09,1.3720336370324414e-07,1
qwen3_8b,SciERC,P3->P4,model_id+dataset+transition,delta_entity_partial_f1,100,0.5563078252743546,1.8637140835512815e-09,8.200341967625638e-08,1
qwen3_8b,SciERC,P3->P4,model_id+dataset+transition,abs_delta_entity_partial_f1,100,0.6213715921399889,5.271137110305892e-12,1.2123615353703552e-10,1
qwen3_8b,SciERC,P3->P4,model_id+dataset+transition,delta_relation_exact_f1,100,0.20185027838419017,0.04401948105271383,1.0,0
qwen3_8b,SciERC,P3->P4,model_id+dataset+transition,abs_delta_relation_exact_f1,100,-0.006358820814936012,0.9499342285417178,1.0,0
qwen3_8b,SciERC,P4->P5,model_id+dataset+transition,delta_entity_exact_f1,100,-0.1547550118935722,0.12420246718861007,1.0,0
qwen3_8b,SciERC,P4->P5,model_id+dataset+transition,abs_delta_entity_exact_f1,100,0.5262462880680867,1.8750913603146842e-08,3.7001778615455724e-07,1
qwen3_8b,SciERC,P4->P5,model_id+dataset+transition,delta_entity_partial_f1,100,-0.1356000923818709,0.17856879347430704,1.0,0
qwen3_8b,SciERC,P4->P5,model_id+dataset+transition,abs_delta_entity_partial_f1,100,0.43746061282374854,5.336051132654893e-06,7.47047158571685e-05,1
qwen3_8b,SciERC,P4->P5,model_id+dataset+transition,delta_relation_exact_f1,100,0.10777342096980065,0.2858378892337297,1.0,0
qwen3_8b,SciERC,P4->P5,model_id+dataset+transition,abs_delta_relation_exact_f1,100,0.14446488230386184,0.15156646411423094,1.0,0
qwen3_8b,SciERC,P5->P6,model_id+dataset+transition,delta_entity_exact_f1,100,-0.0607985706578412,0.5479078556424049,1.0,0
qwen3_8b,SciERC,P5->P6,model_id+dataset+transition,abs_delta_entity_exact_f1,100,0.6617711444763014,6.582850731510753e-14,2.1723407413985483e-12,1
qwen3_8b,SciERC,P5->P6,model_id+dataset+transition,delta_entity_partial_f1,100,0.03210579266285306,0.751165299863441,1.0,0
qwen3_8b,SciERC,P5->P6,model_id+dataset+transition,abs_delta_entity_partial_f1,100,0.7333799091206885,4.081112446566871e-18,1.387578231832736e-16,1
qwen3_8b,SciERC,P5->P6,model_id+dataset+transition,delta_relation_exact_f1,100,0.05025884739740784,0.6194826475814206,1.0,0
qwen3_8b,SciERC,P5->P6,model_id+dataset+transition,abs_delta_relation_exact_f1,100,0.3488027209988435,0.0003757493870983499,0.008642235903262047,1
gemma_3_12b_it,EBM-NLP,,model_id+dataset,delta_entity_exact_f1,955,-0.0028960494887786425,0.9287800710400362,1.0,0
gemma_3_12b_it,EBM-NLP,,model_id+dataset,abs_delta_entity_exact_f1,955,0.3782659745756226,7.526622962460609e-34,2.2579868887381828e-33,1
gemma_3_12b_it,EBM-NLP,,model_id+dataset,delta_entity_partial_f1,955,-0.04414988016641423,0.17280534760881888,0.6912213904352755,0
gemma_3_12b_it,EBM-NLP,,model_id+dataset,abs_delta_entity_partial_f1,955,0.38604495243878223,2.673321875234308e-35,8.019965625702924e-35,1
gemma_3_12b_it,EBM-NLP,,model_id+dataset,delta_relation_exact_f1,955,,,,0
gemma_3_12b_it,EBM-NLP,,model_id+dataset,abs_delta_relation_exact_f1,955,,,,0
gemma_3_12b_it,SciER,,model_id+dataset,delta_entity_exact_f1,80,0.0662840917810802,0.5591024624790134,1.0,0
gemma_3_12b_it,SciER,,model_id+dataset,abs_delta_entity_exact_f1,80,0.760420300699359,2.8000162726918104e-16,5.600032545383621e-16,1
gemma_3_12b_it,SciER,,model_id+dataset,delta_entity_partial_f1,80,0.08239313730062435,0.4674802847925743,0.9695419646961252,0
gemma_3_12b_it,SciER,,model_id+dataset,abs_delta_entity_partial_f1,80,0.7463003096559122,1.9430522759893e-15,3.8861045519786e-15,1
gemma_3_12b_it,SciER,,model_id+dataset,delta_relation_exact_f1,80,0.12097542336399437,0.28509707348187036,1.0,0
gemma_3_12b_it,SciER,,model_id+dataset,abs_delta_relation_exact_f1,80,0.09067647353010057,0.4237569462938924,0.4237569462938924,0
gemma_3_12b_it,SciERC,,model_id+dataset,delta_entity_exact_f1,500,0.30987941865258234,1.370906301206469e-12,1.233815671085822e-11,1
gemma_3_12b_it,SciERC,,model_id+dataset,abs_delta_entity_exact_f1,500,0.7179718041854634,2.1778052069497463e-80,1.3066831241698479e-79,1
gemma_3_12b_it,SciERC,,model_id+dataset,delta_entity_partial_f1,500,0.3241762158118221,1.0672204555186957e-13,9.604984099668261e-13,1
gemma_3_12b_it,SciERC,,model_id+dataset,abs_delta_entity_partial_f1,500,0.7542571292410444,4.829502899056947e-93,2.897701739434168e-92,1
gemma_3_12b_it,SciERC,,model_id+dataset,delta_relation_exact_f1,500,0.1753401659552933,8.097769569890405e-05,0.0004858661741934243,1
gemma_3_12b_it,SciERC,,model_id+dataset,abs_delta_relation_exact_f1,500,0.3023771595257433,4.9582169444215615e-12,2.4791084722107806e-11,1
mistral_7b_instruct_v03,EBM-NLP,,model_id+dataset,delta_entity_exact_f1,955,0.017040664834352136,0.5989177877640552,1.0,0
mistral_7b_instruct_v03,EBM-NLP,,model_id+dataset,abs_delta_entity_exact_f1,955,0.46466477950915136,2.558446232092077e-52,1.0233784928368307e-51,1
mistral_7b_instruct_v03,EBM-NLP,,model_id+dataset,delta_entity_partial_f1,955,-0.129246220834511,6.183760230296607e-05,0.0004947008184237286,1
mistral_7b_instruct_v03,EBM-NLP,,model_id+dataset,abs_delta_entity_partial_f1,955,0.6018583494472015,3.575187437276733e-95,2.502631206093713e-94,1
mistral_7b_instruct_v03,EBM-NLP,,model_id+dataset,delta_relation_exact_f1,955,,,,0
mistral_7b_instruct_v03,EBM-NLP,,model_id+dataset,abs_delta_relation_exact_f1,955,,,,0
mistral_7b_instruct_v03,SciER,,model_id+dataset,delta_entity_exact_f1,80,-0.12182834956801761,0.28168933819458836,1.0,0
mistral_7b_instruct_v03,SciER,,model_id+dataset,abs_delta_entity_exact_f1,80,0.6616058842344084,2.372812600446345e-11,2.372812600446345e-11,1
mistral_7b_instruct_v03,SciER,,model_id+dataset,delta_entity_partial_f1,80,-0.08019013367995254,0.4795081003729088,0.9695419646961252,0
mistral_7b_instruct_v03,SciER,,model_id+dataset,abs_delta_entity_partial_f1,80,0.6629840233305592,2.0860734292841062e-11,2.0860734292841062e-11,1
mistral_7b_instruct_v03,SciER,,model_id+dataset,delta_relation_exact_f1,80,-0.04268118551656828,0.7069798709806911,1.0,0
mistral_7b_instruct_v03,SciER,,model_id+dataset,abs_delta_relation_exact_f1,80,0.19369921025146597,0.08514617067110196,0.17029234134220392,0
mistral_7b_instruct_v03,SciERC,,model_id+dataset,delta_entity_exact_f1,500,0.1601082555197841,0.0003251618479205848,0.0026012947833646783,1
mistral_7b_instruct_v03,SciERC,,model_id+dataset,abs_delta_entity_exact_f1,500,0.7461454520815328,5.003467106110314e-90,4.0027736848882514e-89,1
mistral_7b_instruct_v03,SciERC,,model_id+dataset,delta_entity_partial_f1,500,0.16583699411921787,0.00019549410785243767,0.0013684587549670636,1
mistral_7b_instruct_v03,SciERC,,model_id+dataset,abs_delta_entity_partial_f1,500,0.7722680185086408,3.5249780542482743e-100,2.8199824433986195e-99,1
mistral_7b_instruct_v03,SciERC,,model_id+dataset,delta_relation_exact_f1,500,0.04616949847005279,0.3028471646891207,1.0,0
mistral_7b_instruct_v03,SciERC,,model_id+dataset,abs_delta_relation_exact_f1,500,0.09303496607092558,0.03755943630528156,0.11267830891584468,0
qwen3_8b,EBM-NLP,,model_id+dataset,delta_entity_exact_f1,955,-0.020597003950028444,0.5249429326732555,1.0,0
qwen3_8b,EBM-NLP,,model_id+dataset,abs_delta_entity_exact_f1,955,0.6041328693615249,4.5676223936124575e-96,4.110860154251212e-95,1
qwen3_8b,EBM-NLP,,model_id+dataset,delta_entity_partial_f1,955,-0.09944679537069893,0.0020922395067227736,0.012553437040336641,1
qwen3_8b,EBM-NLP,,model_id+dataset,abs_delta_entity_partial_f1,955,0.6736298932878476,2.754363770364209e-127,2.478927393327788e-126,1
qwen3_8b,EBM-NLP,,model_id+dataset,delta_relation_exact_f1,955,,,,0
qwen3_8b,EBM-NLP,,model_id+dataset,abs_delta_relation_exact_f1,955,,,,0
qwen3_8b,SciER,,model_id+dataset,delta_entity_exact_f1,80,-0.1592350545127819,0.1582900808682393,0.9497404852094359,0
qwen3_8b,SciER,,model_id+dataset,abs_delta_entity_exact_f1,80,0.9837095145082387,6.737905216399413e-60,3.3689526081997065e-59,1
qwen3_8b,SciER,,model_id+dataset,delta_entity_partial_f1,80,-0.11186882316831526,0.3231806548987084,0.9695419646961252,0
qwen3_8b,SciER,,model_id+dataset,abs_delta_entity_partial_f1,80,0.9886675768392909,5.270350858487162e-66,2.108140343394865e-65,1
qwen3_8b,SciER,,model_id+dataset,delta_relation_exact_f1,80,-0.07346029744076307,0.5172542375024494,1.0,0
qwen3_8b,SciER,,model_id+dataset,abs_delta_relation_exact_f1,80,0.8365120322419335,4.481591441694698e-22,2.6889548650168188e-21,1
qwen3_8b,SciERC,,model_id+dataset,delta_entity_exact_f1,500,0.12083728391238134,0.006827149431092887,0.04779004601765021,1
qwen3_8b,SciERC,,model_id+dataset,abs_delta_entity_exact_f1,500,0.7322984347327454,3.8886924706243353e-85,2.7220847294370347e-84,1
qwen3_8b,SciERC,,model_id+dataset,delta_entity_partial_f1,500,0.12620715367540697,0.004708566301263993,0.023542831506319965,1
qwen3_8b,SciERC,,model_id+dataset,abs_delta_entity_partial_f1,500,0.7534263064886952,9.957215727529656e-93,4.9786078637648283e-92,1
qwen3_8b,SciERC,,model_id+dataset,delta_relation_exact_f1,500,0.1341863080249139,0.0026419115011056967,0.013209557505528484,1
qwen3_8b,SciERC,,model_id+dataset,abs_delta_relation_exact_f1,500,0.251182289243354,1.2403237731555274e-08,4.96129509262211e-08,1
gemma_3_12b_it,,,model_id,delta_entity_exact_f1,1535,0.12226042377451893,1.5538627685621843e-06,4.661588305686553e-06,1
gemma_3_12b_it,,,model_id,abs_delta_entity_exact_f1,1535,0.5242182030390282,4.242034187305306e-109,4.242034187305306e-109,1
gemma_3_12b_it,,,model_id,delta_entity_partial_f1,1535,0.10583293970294655,3.256694523242608e-05,9.770083569727824e-05,1
gemma_3_12b_it,,,model_id,abs_delta_entity_partial_f1,1535,0.534070361454408,6.291278060838767e-114,6.291278060838767e-114,1
gemma_3_12b_it,,,model_id,delta_relation_exact_f1,1535,0.11199494225606481,1.0918924792730177e-05,3.275677437819053e-05,1
gemma_3_12b_it,,,model_id,abs_delta_relation_exact_f1,1535,0.22485885361403662,4.790257951967361e-19,9.580515903934722e-19,1
mistral_7b_instruct_v03,,,model_id,delta_entity_exact_f1,1535,0.07403611738799704,0.0037044852644257777,0.007408970528851555,1
mistral_7b_instruct_v03,,,model_id,abs_delta_entity_exact_f1,1535,0.5922364821003502,5.661052867456524e-146,1.1322105734913048e-145,1
mistral_7b_instruct_v03,,,model_id,delta_entity_partial_f1,1535,0.001959553616921391,0.9388534287336299,1.0,0
mistral_7b_instruct_v03,,,model_id,abs_delta_entity_partial_f1,1535,0.670047923895904,1.2501492102031211e-200,2.5002984204062423e-200,1
mistral_7b_instruct_v03,,,model_id,delta_relation_exact_f1,1535,0.025256344038426352,0.32272584120523307,0.32272584120523307,0
mistral_7b_instruct_v03,,,model_id,abs_delta_relation_exact_f1,1535,0.12468456868972153,9.574906729818543e-07,9.574906729818543e-07,1
qwen3_8b,,,model_id,delta_entity_exact_f1,1535,0.03106383326529282,0.22384996128599038,0.22384996128599038,0
qwen3_8b,,,model_id,abs_delta_entity_exact_f1,1535,0.6769099560082852,2.8938239155003595e-206,8.681471746501078e-206,1
qwen3_8b,,,model_id,delta_entity_partial_f1,1535,-0.006272906174288543,0.8060159870630619,1.0,0
qwen3_8b,,,model_id,abs_delta_entity_partial_f1,1535,0.7234970590449578,5.259571536809968e-249,1.5778714610429903e-248,1
qwen3_8b,,,model_id,delta_relation_exact_f1,1535,0.07439964413330287,0.0035389477550593477,0.007077895510118695,1
qwen3_8b,,,model_id,abs_delta_relation_exact_f1,1535,0.26764032075479843,1.366767417361808e-26,4.100302252085425e-26,1
