model_id,dataset,transition,field,variant,paired_documents,dropout_events,idr,idr_ci_low,idr_ci_high
mistral_7b_instruct_v03,SciERC,P2->P3,Method,valid_only,42,3,0.07142857142857142,0.0,0.16666666666666666
mistral_7b_instruct_v03,SciERC,P2->P3,Method,inclusive,100,11,0.11,0.05,0.17
mistral_7b_instruct_v03,SciERC,P2->P3,Metric,valid_only,42,2,0.047619047619047616,0.0,0.11904761904761904
mistral_7b_instruct_v03,SciERC,P2->P3,Metric,inclusive,100,8,0.08,0.03,0.14
mistral_7b_instruct_v03,SciERC,P2->P3,OtherScientificTerm,valid_only,42,0,0.0,0.0,0.0
mistral_7b_instruct_v03,SciERC,P2->P3,OtherScientificTerm,inclusive,100,14,0.14,0.08,0.21
mistral_7b_instruct_v03,SciERC,P2->P3,Task,valid_only,42,3,0.07142857142857142,0.0,0.16666666666666666
mistral_7b_instruct_v03,SciERC,P2->P3,Task,inclusive,100,10,0.1,0.05,0.17
mistral_7b_instruct_v03,SciERC,P2->P3,__ANY_FIELD__,valid_only,42,14,0.3333333333333333,0.19047619047619047,0.47619047619047616
mistral_7b_instruct_v03,SciERC,P2->P3,__ANY_FIELD__,inclusive,100,29,0.29,0.2,0.38
mistral_7b_instruct_v03,SciERC,P3->P4,Generic,valid_only,44,25,0.5681818181818182,0.4090909090909091,0.7045454545454546
mistral_7b_instruct_v03,SciERC,P3->P4,Generic,inclusive,100,29,0.29,0.2,0.38
mistral_7b_instruct_v03,SciERC,P3->P4,Material,valid_only,44,6,0.13636363636363635,0.045454545454545456,0.25
mistral_7b_instruct_v03,SciERC,P3->P4,Material,inclusive,100,8,0.08,0.03,0.14
mistral_7b_instruct_v03,SciERC,P3->P4,Method,valid_only,44,0,0.0,0.0,0.0
mistral_7b_instruct_v03,SciERC,P3->P4,Method,inclusive,100,5,0.05,0.01,0.1
mistral_7b_instruct_v03,SciERC,P3->P4,Metric,valid_only,44,8,0.18181818181818182,0.06818181818181818,0.29545454545454547
mistral_7b_instruct_v03,SciERC,P3->P4,Metric,inclusive,100,11,0.11,0.05,0.17
mistral_7b_instruct_v03,SciERC,P3->P4,OtherScientificTerm,valid_only,44,0,0.0,0.0,0.0
mistral_7b_instruct_v03,SciERC,P3->P4,OtherScientificTerm,inclusive,100,9,0.09,0.04,0.15
mistral_7b_instruct_v03,SciERC,P3->P4,Task,valid_only,44,7,0.1590909090909091,0.06818181818181818,0.2727272727272727
mistral_7b_instruct_v03,SciERC,P3->P4,Task,inclusive,100,11,0.11,0.05,0.18
mistral_7b_instruct_v03,SciERC,P3->P4,__ANY_FIELD__,valid_only,44,33,0.75,0.6136363636363636,0.8636363636363636
mistral_7b_instruct_v03,SciERC,P3->P4,__ANY_FIELD__,inclusive,100,43,0.43,0.34,0.53
mistral_7b_instruct_v03,SciERC,P4->P5,Generic,valid_only,74,3,0.04054054054054054,0.0,0.0945945945945946
mistral_7b_instruct_v03,SciERC,P4->P5,Generic,inclusive,100,4,0.04,0.01,0.08
mistral_7b_instruct_v03,SciERC,P4->P5,Material,valid_only,74,2,0.02702702702702703,0.0,0.06756756756756757
mistral_7b_instruct_v03,SciERC,P4->P5,Material,inclusive,100,7,0.07,0.03,0.12
mistral_7b_instruct_v03,SciERC,P4->P5,Method,valid_only,74,1,0.013513513513513514,0.0,0.04054054054054054
mistral_7b_instruct_v03,SciERC,P4->P5,Method,inclusive,100,4,0.04,0.01,0.08
mistral_7b_instruct_v03,SciERC,P4->P5,Metric,valid_only,74,3,0.04054054054054054,0.0,0.0945945945945946
mistral_7b_instruct_v03,SciERC,P4->P5,Metric,inclusive,100,5,0.05,0.01,0.1
mistral_7b_instruct_v03,SciERC,P4->P5,OtherScientificTerm,valid_only,74,3,0.04054054054054054,0.0,0.0945945945945946
mistral_7b_instruct_v03,SciERC,P4->P5,OtherScientificTerm,inclusive,100,8,0.08,0.03,0.14
mistral_7b_instruct_v03,SciERC,P4->P5,Task,valid_only,74,5,0.06756756756756757,0.013513513513513514,0.13513513513513514
mistral_7b_instruct_v03,SciERC,P4->P5,Task,inclusive,100,8,0.08,0.03,0.14
mistral_7b_instruct_v03,SciERC,P4->P5,__ANY_FIELD__,valid_only,74,15,0.20270270270270271,0.12162162162162163,0.2972972972972973
mistral_7b_instruct_v03,SciERC,P4->P5,__ANY_FIELD__,inclusive,100,22,0.22,0.14,0.3
mistral_7b_instruct_v03,SciERC,P5->P6,Generic,valid_only,87,3,0.034482758620689655,0.0,0.08045977011494253
mistral_7b_instruct_v03,SciERC,P5->P6,Generic,inclusive,100,4,0.04,0.01,0.08
mistral_7b_instruct_v03,SciERC,P5->P6,Material,valid_only,87,1,0.011494252873563218,0.0,0.034482758620689655
mistral_7b_instruct_v03,SciERC,P5->P6,Material,inclusive,100,3,0.03,0.0,0.07
mistral_7b_instruct_v03,SciERC,P5->P6,Method,valid_only,87,1,0.011494252873563218,0.0,0.034482758620689655
mistral_7b_instruct_v03,SciERC,P5->P6,Method,inclusive,100,5,0.05,0.01,0.1
mistral_7b_instruct_v03,SciERC,P5->P6,Metric,valid_only,87,8,0.09195402298850575,0.034482758620689655,0.16091954022988506
mistral_7b_instruct_v03,SciERC,P5->P6,Metric,inclusive,100,11,0.11,0.05,0.17
mistral_7b_instruct_v03,SciERC,P5->P6,OtherScientificTerm,valid_only,87,2,0.022988505747126436,0.0,0.05747126436781609
mistral_7b_instruct_v03,SciERC,P5->P6,OtherScientificTerm,inclusive,100,6,0.06,0.02,0.11
mistral_7b_instruct_v03,SciERC,P5->P6,Task,valid_only,87,2,0.022988505747126436,0.0,0.05747126436781609
mistral_7b_instruct_v03,SciERC,P5->P6,Task,inclusive,100,5,0.05,0.01,0.1
mistral_7b_instruct_v03,SciERC,P5->P6,__ANY_FIELD__,valid_only,87,16,0.1839080459770115,0.10344827586206896,0.27586206896551724
mistral_7b_instruct_v03,SciERC,P5->P6,__ANY_FIELD__,inclusive,100,20,0.2,0.13,0.28
qwen3_8b,EBM-NLP,P1->P2,Intervention,valid_only,190,0,0.0,0.0,0.0
qwen3_8b,EBM-NLP,P1->P2,Intervention,inclusive,191,0,0.0,0.0,0.0
qwen3_8b,EBM-NLP,P1->P2,Outcome,valid_only,190,0,0.0,0.0,0.0
qwen3_8b,EBM-NLP,P1->P2,Outcome,inclusive,191,0,0.0,0.0,0.0
qwen3_8b,EBM-NLP,P1->P2,Participant,valid_only,190,3,0.015789473684210527,0.0,0.03684210526315789
qwen3_8b,EBM-NLP,P1->P2,Participant,inclusive,191,3,0.015706806282722512,0.0,0.03664921465968586
qwen3_8b,EBM-NLP,P1->P2,__ANY_FIELD__,valid_only,190,3,0.015789473684210527,0.0,0.03684210526315789
qwen3_8b,EBM-NLP,P1->P2,__ANY_FIELD__,inclusive,191,3,0.015706806282722512,0.0,0.03664921465968586
qwen3_8b,EBM-NLP,P2->P3,Intervention,valid_only,188,0,0.0,0.0,0.0
qwen3_8b,EBM-NLP,P2->P3,Intervention,inclusive,191,3,0.015706806282722512,0.0,0.03664921465968586
qwen3_8b,EBM-NLP,P2->P3,Outcome,valid_only,188,0,0.0,0.0,0.0
qwen3_8b,EBM-NLP,P2->P3,Outcome,inclusive,191,3,0.015706806282722512,0.0,0.03664921465968586
qwen3_8b,EBM-NLP,P2->P3,Participant,valid_only,188,0,0.0,0.0,0.0
qwen3_8b,EBM-NLP,P2->P3,Participant,inclusive,191,3,0.015706806282722512,0.0,0.03664921465968586
qwen3_8b,EBM-NLP,P2->P3,__ANY_FIELD__,valid_only,188,0,0.0,0.0,0.0
qwen3_8b,EBM-NLP,P2->P3,__ANY_FIELD__,inclusive,191,3,0.015706806282722512,0.0,0.03664921465968586
qwen3_8b,EBM-NLP,P3->P4,Intervention,valid_only,187,2,0.0106951871657754,0.0,0.026737967914438502
qwen3_8b,EBM-NLP,P3->P4,Intervention,inclusive,191,3,0.015706806282722512,0.0,0.03664921465968586
qwen3_8b,EBM-NLP,P3->P4,Outcome,valid_only,187,1,0.0053475935828877,0.0,0.016042780748663103
qwen3_8b,EBM-NLP,P3->P4,Outcome,inclusive,191,2,0.010471204188481676,0.0,0.02617801047120419
qwen3_8b,EBM-NLP,P3->P4,Participant,valid_only,187,10,0.053475935828877004,0.0213903743315508,0.0855614973262032
qwen3_8b,EBM-NLP,P3->P4,Participant,inclusive,191,11,0.05759162303664921,0.02617801047120419,0.08900523560209424
qwen3_8b,EBM-NLP,P3->P4,__ANY_FIELD__,valid_only,187,13,0.06951871657754011,0.0374331550802139,0.10695187165775401
qwen3_8b,EBM-NLP,P3->P4,__ANY_FIELD__,inclusive,191,14,0.07329842931937172,0.03664921465968586,0.1099476439790576
qwen3_8b,EBM-NLP,P4->P5,Intervention,valid_only,189,2,0.010582010582010581,0.0,0.026455026455026454
qwen3_8b,EBM-NLP,P4->P5,Intervention,inclusive,191,3,0.015706806282722512,0.0,0.03664921465968586
qwen3_8b,EBM-NLP,P4->P5,Outcome,valid_only,189,9,0.047619047619047616,0.021164021164021163,0.07936507936507936
qwen3_8b,EBM-NLP,P4->P5,Outcome,inclusive,191,10,0.05235602094240838,0.02617801047120419,0.08376963350785341
qwen3_8b,EBM-NLP,P4->P5,Participant,valid_only,189,1,0.005291005291005291,0.0,0.015873015873015872
qwen3_8b,EBM-NLP,P4->P5,Participant,inclusive,191,2,0.010471204188481676,0.0,0.02617801047120419
qwen3_8b,EBM-NLP,P4->P5,__ANY_FIELD__,valid_only,189,12,0.06349206349206349,0.031746031746031744,0.10052910052910052
qwen3_8b,EBM-NLP,P4->P5,__ANY_FIELD__,inclusive,191,13,0.06806282722513089,0.03664921465968586,0.10471204188481675
qwen3_8b,EBM-NLP,P5->P6,Intervention,valid_only,190,0,0.0,0.0,0.0
qwen3_8b,EBM-NLP,P5->P6,Intervention,inclusive,191,0,0.0,0.0,0.0
qwen3_8b,EBM-NLP,P5->P6,Outcome,valid_only,190,1,0.005263157894736842,0.0,0.015789473684210527
qwen3_8b,EBM-NLP,P5->P6,Outcome,inclusive,191,1,0.005235602094240838,0.0,0.015706806282722512
qwen3_8b,EBM-NLP,P5->P6,Participant,valid_only,190,1,0.005263157894736842,0.0,0.015789473684210527
qwen3_8b,EBM-NLP,P5->P6,Participant,inclusive,191,1,0.005235602094240838,0.0,0.015706806282722512
qwen3_8b,EBM-NLP,P5->P6,__ANY_FIELD__,valid_only,190,2,0.010526315789473684,0.0,0.02631578947368421
qwen3_8b,EBM-NLP,P5->P6,__ANY_FIELD__,inclusive,191,2,0.010471204188481676,0.0,0.02617801047120419
qwen3_8b,SciER,P1->P2,Dataset,valid_only,3,0,0.0,0.0,0.0
qwen3_8b,SciER,P1->P2,Dataset,inclusive,16,2,0.125,0.0,0.3125
qwen3_8b,SciER,P1->P2,Method,valid_only,3,0,0.0,0.0,0.0
qwen3_8b,SciER,P1->P2,Method,inclusive,16,2,0.125,0.0,0.3125
qwen3_8b,SciER,P1->P2,Task,valid_only,3,0,0.0,0.0,0.0
qwen3_8b,SciER,P1->P2,Task,inclusive,16,2,0.125,0.0,0.3125
qwen3_8b,SciER,P1->P2,__ANY_FIELD__,valid_only,3,0,0.0,0.0,0.0
qwen3_8b,SciER,P1->P2,__ANY_FIELD__,inclusive,16,2,0.125,0.0,0.3125
qwen3_8b,SciER,P2->P3,Dataset,valid_only,4,0,0.0,0.0,0.0
qwen3_8b,SciER,P2->P3,Dataset,inclusive,16,1,0.0625,0.0,0.1875
qwen3_8b,SciER,P2->P3,Method,valid_only,4,0,0.0,0.0,0.0
qwen3_8b,SciER,P2->P3,Method,inclusive,16,1,0.0625,0.0,0.1875
qwen3_8b,SciER,P2->P3,Task,valid_only,4,2,0.5,0.0,1.0
qwen3_8b,SciER,P2->P3,Task,inclusive,16,3,0.1875,0.0,0.375
qwen3_8b,SciER,P2->P3,__ANY_FIELD__,valid_only,4,2,0.5,0.0,1.0
qwen3_8b,SciER,P2->P3,__ANY_FIELD__,inclusive,16,3,0.1875,0.0,0.375
qwen3_8b,SciER,P3->P4,Dataset,inclusive,16,5,0.3125,0.125,0.5625
qwen3_8b,SciER,P3->P4,Method,inclusive,16,5,0.3125,0.125,0.5625
qwen3_8b,SciER,P3->P4,Task,inclusive,16,3,0.1875,0.0,0.375
qwen3_8b,SciER,P3->P4,__ANY_FIELD__,inclusive,16,5,0.3125,0.125,0.5625
qwen3_8b,SciER,P4->P5,Dataset,inclusive,16,1,0.0625,0.0,0.1875
qwen3_8b,SciER,P4->P5,Method,inclusive,16,1,0.0625,0.0,0.1875
qwen3_8b,SciER,P4->P5,Task,inclusive,16,1,0.0625,0.0,0.1875
qwen3_8b,SciER,P4->P5,__ANY_FIELD__,inclusive,16,1,0.0625,0.0,0.1875
qwen3_8b,SciER,P5->P6,Dataset,valid_only,1,0,0.0,0.0,0.0
qwen3_8b,SciER,P5->P6,Dataset,inclusive,16,2,0.125,0.0,0.3125
qwen3_8b,SciER,P5->P6,Method,valid_only,1,0,0.0,0.0,0.0
qwen3_8b,SciER,P5->P6,Method,inclusive,16,2,0.125,0.0,0.3125
qwen3_8b,SciER,P5->P6,Task,valid_only,1,0,0.0,0.0,0.0
qwen3_8b,SciER,P5->P6,Task,inclusive,16,2,0.125,0.0,0.3125
qwen3_8b,SciER,P5->P6,__ANY_FIELD__,valid_only,1,0,0.0,0.0,0.0
qwen3_8b,SciER,P5->P6,__ANY_FIELD__,inclusive,16,2,0.125,0.0,0.3125
qwen3_8b,SciERC,P1->P2,Generic,valid_only,74,7,0.0945945945945946,0.04054054054054054,0.16216216216216217
qwen3_8b,SciERC,P1->P2,Generic,inclusive,100,7,0.07,0.03,0.12
qwen3_8b,SciERC,P1->P2,Material,valid_only,74,2,0.02702702702702703,0.0,0.06756756756756757
qwen3_8b,SciERC,P1->P2,Material,inclusive,100,3,0.03,0.0,0.07
qwen3_8b,SciERC,P1->P2,Method,valid_only,74,0,0.0,0.0,0.0
qwen3_8b,SciERC,P1->P2,Method,inclusive,100,0,0.0,0.0,0.0
qwen3_8b,SciERC,P1->P2,Metric,valid_only,74,3,0.04054054054054054,0.0,0.0945945945945946
qwen3_8b,SciERC,P1->P2,Metric,inclusive,100,4,0.04,0.01,0.08
qwen3_8b,SciERC,P1->P2,OtherScientificTerm,valid_only,74,2,0.02702702702702703,0.0,0.06756756756756757
qwen3_8b,SciERC,P1->P2,OtherScientificTerm,inclusive,100,3,0.03,0.0,0.07
qwen3_8b,SciERC,P1->P2,Task,valid_only,74,1,0.013513513513513514,0.0,0.04054054054054054
qwen3_8b,SciERC,P1->P2,Task,inclusive,100,2,0.02,0.0,0.05
qwen3_8b,SciERC,P1->P2,__ANY_FIELD__,valid_only,74,15,0.20270270270270271,0.10810810810810811,0.2972972972972973
qwen3_8b,SciERC,P1->P2,__ANY_FIELD__,inclusive,100,16,0.16,0.09,0.23
qwen3_8b,SciERC,P2->P3,Generic,valid_only,72,5,0.06944444444444445,0.013888888888888888,0.125
qwen3_8b,SciERC,P2->P3,Generic,inclusive,100,13,0.13,0.07,0.2
qwen3_8b,SciERC,P2->P3,Material,valid_only,72,4,0.05555555555555555,0.013888888888888888,0.1111111111111111
qwen3_8b,SciERC,P2->P3,Material,inclusive,100,13,0.13,0.07,0.2
qwen3_8b,SciERC,P2->P3,Method,valid_only,72,2,0.027777777777777776,0.0,0.06944444444444445
qwen3_8b,SciERC,P2->P3,Method,inclusive,100,11,0.11,0.05,0.17
qwen3_8b,SciERC,P2->P3,Metric,valid_only,72,6,0.08333333333333333,0.027777777777777776,0.1527777777777778
qwen3_8b,SciERC,P2->P3,Metric,inclusive,100,13,0.13,0.07,0.2
qwen3_8b,SciERC,P2->P3,OtherScientificTerm,valid_only,72,3,0.041666666666666664,0.0,0.09722222222222222
qwen3_8b,SciERC,P2->P3,OtherScientificTerm,inclusive,100,12,0.12,0.06,0.19
qwen3_8b,SciERC,P2->P3,Task,valid_only,72,4,0.05555555555555555,0.013888888888888888,0.1111111111111111
qwen3_8b,SciERC,P2->P3,Task,inclusive,100,12,0.12,0.06,0.19
qwen3_8b,SciERC,P2->P3,__ANY_FIELD__,valid_only,72,19,0.2638888888888889,0.16666666666666666,0.375
qwen3_8b,SciERC,P2->P3,__ANY_FIELD__,inclusive,100,28,0.28,0.2,0.37
qwen3_8b,SciERC,P3->P4,Generic,valid_only,76,23,0.3026315789473684,0.19736842105263158,0.40789473684210525
qwen3_8b,SciERC,P3->P4,Generic,inclusive,100,23,0.23,0.15,0.31
qwen3_8b,SciERC,P3->P4,Material,valid_only,76,6,0.07894736842105263,0.02631578947368421,0.14473684210526316
qwen3_8b,SciERC,P3->P4,Material,inclusive,100,6,0.06,0.02,0.11
qwen3_8b,SciERC,P3->P4,Method,valid_only,76,1,0.013157894736842105,0.0,0.039473684210526314
qwen3_8b,SciERC,P3->P4,Method,inclusive,100,1,0.01,0.0,0.03
qwen3_8b,SciERC,P3->P4,Metric,valid_only,76,10,0.13157894736842105,0.06578947368421052,0.21052631578947367
qwen3_8b,SciERC,P3->P4,Metric,inclusive,100,10,0.1,0.05,0.16
qwen3_8b,SciERC,P3->P4,OtherScientificTerm,valid_only,76,0,0.0,0.0,0.0
qwen3_8b,SciERC,P3->P4,OtherScientificTerm,inclusive,100,0,0.0,0.0,0.0
qwen3_8b,SciERC,P3->P4,Task,valid_only,76,6,0.07894736842105263,0.02631578947368421,0.14473684210526316
qwen3_8b,SciERC,P3->P4,Task,inclusive,100,6,0.06,0.02,0.11
qwen3_8b,SciERC,P3->P4,__ANY_FIELD__,valid_only,76,38,0.5,0.3815789473684211,0.6055921052631531
qwen3_8b,SciERC,P3->P4,__ANY_FIELD__,inclusive,100,38,0.38,0.28975000000000006,0.48
qwen3_8b,SciERC,P4->P5,Generic,valid_only,89,2,0.02247191011235955,0.0,0.056179775280898875
qwen3_8b,SciERC,P4->P5,Generic,inclusive,100,3,0.03,0.0,0.07
qwen3_8b,SciERC,P4->P5,Material,valid_only,89,3,0.033707865168539325,0.0,0.07865168539325842
qwen3_8b,SciERC,P4->P5,Material,inclusive,100,11,0.11,0.05,0.17
qwen3_8b,SciERC,P4->P5,Method,valid_only,89,1,0.011235955056179775,0.0,0.033707865168539325
qwen3_8b,SciERC,P4->P5,Method,inclusive,100,10,0.1,0.049750000000000086,0.16
qwen3_8b,SciERC,P4->P5,Metric,valid_only,89,7,0.07865168539325842,0.02247191011235955,0.1348314606741573
qwen3_8b,SciERC,P4->P5,Metric,inclusive,100,14,0.14,0.08,0.21
qwen3_8b,SciERC,P4->P5,OtherScientificTerm,valid_only,89,0,0.0,0.0,0.0
qwen3_8b,SciERC,P4->P5,OtherScientificTerm,inclusive,100,10,0.1,0.05,0.16
qwen3_8b,SciERC,P4->P5,Task,valid_only,89,2,0.02247191011235955,0.0,0.056179775280898875
qwen3_8b,SciERC,P4->P5,Task,inclusive,100,10,0.1,0.049750000000000086,0.16
qwen3_8b,SciERC,P4->P5,__ANY_FIELD__,valid_only,89,14,0.15730337078651685,0.0898876404494382,0.23595505617977527
qwen3_8b,SciERC,P4->P5,__ANY_FIELD__,inclusive,100,24,0.24,0.16,0.32
qwen3_8b,SciERC,P5->P6,Generic,valid_only,89,2,0.02247191011235955,0.0,0.056179775280898875
qwen3_8b,SciERC,P5->P6,Generic,inclusive,100,2,0.02,0.0,0.05
qwen3_8b,SciERC,P5->P6,Material,valid_only,89,0,0.0,0.0,0.0
qwen3_8b,SciERC,P5->P6,Material,inclusive,100,1,0.01,0.0,0.03
qwen3_8b,SciERC,P5->P6,Method,valid_only,89,2,0.02247191011235955,0.0,0.056179775280898875
qwen3_8b,SciERC,P5->P6,Method,inclusive,100,3,0.03,0.0,0.07
qwen3_8b,SciERC,P5->P6,Metric,valid_only,89,2,0.02247191011235955,0.0,0.056179775280898875
qwen3_8b,SciERC,P5->P6,Metric,inclusive,100,3,0.03,0.0,0.07
qwen3_8b,SciERC,P5->P6,OtherScientificTerm,valid_only,89,0,0.0,0.0,0.0
qwen3_8b,SciERC,P5->P6,OtherScientificTerm,inclusive,100,1,0.01,0.0,0.03
qwen3_8b,SciERC,P5->P6,Task,valid_only,89,0,0.0,0.0,0.0
qwen3_8b,SciERC,P5->P6,Task,inclusive,100,1,0.01,0.0,0.03
qwen3_8b,SciERC,P5->P6,__ANY_FIELD__,valid_only,89,6,0.06741573033707865,0.02247191011235955,0.12359550561797752
qwen3_8b,SciERC,P5->P6,__ANY_FIELD__,inclusive,100,7,0.07,0.03,0.12
