job_id,model_id,dataset,split,record_id,phase,condition,physical_or_alias,json_valid,schema_valid,entity_exact_precision,entity_exact_recall,entity_exact_f1,entity_partial_precision,entity_partial_recall,entity_partial_f1,relation_exact_precision,relation_exact_recall,relation_exact_f1,predicted_entities,gold_entities,predicted_relations,gold_relations,unsupported_entities,hallucinated_entity_rate,truncated_at_limit,prompt_tokens,output_tokens,seconds_per_item_in_batch
0218c5cd43203bf5bb16bde4,mistral_7b_instruct_v03,SciER,test,210157153,main,P5,physical,1,1,0.2222222222222222,0.011299435028248588,0.02150537634408602,0.7777777777777778,0.03954802259887006,0.07526881720430108,0.038461538461538464,0.012345679012345678,0.01869158878504673,9,177,26,81,1,0.1111111111111111,0,3946,1387,243.455246
0220c7833a10b3720eab8640,qwen3_8b,EBM-NLP,test,7853069,main,P6,physical,1,1,0.0,0.0,0.0,0.3333333333333333,0.07142857142857142,0.11764705882352941,1.0,1.0,1.0,3,14,0,0,0,0.0,0,866,46,0.992733
0225388fb7ece32f3fc810e4,mistral_7b_instruct_v03,EBM-NLP,test,23549581,main,P3,physical,1,1,0.0,0.0,0.0,0.6666666666666666,0.05555555555555555,0.10256410256410256,1.0,1.0,1.0,3,36,0,0,1,0.3333333333333333,0,927,118,20.708813
024afb58660871ad92d60af8,qwen3_8b,SciERC,test,CVPR_2004_18_abs,main,P1,physical,1,1,0.23076923076923078,0.21428571428571427,0.22222222222222224,0.3076923076923077,0.2857142857142857,0.29629629629629634,0.0,0.0,0.0,13,14,7,10,0,0.0,0,289,490,9.693334
024e8271e211cc869c3ad4ff,gemma_3_12b_it,EBM-NLP,test,384815,ablation,A5,physical,1,1,0.5,0.3076923076923077,0.380952380952381,0.5,0.3076923076923077,0.380952380952381,1.0,1.0,1.0,8,13,0,0,0,0.0,1,748,768,31.596577
02507122dd5767c4f464cc50,gemma_3_12b_it,EBM-NLP,test,8911223,main,P4,physical,1,1,0.6666666666666666,0.2,0.30769230769230765,0.7777777777777778,0.23333333333333334,0.35897435897435903,1.0,1.0,1.0,9,30,0,0,0,0.0,1,620,768,32.361157
0252d710b9f29df5148ba97a,gemma_3_12b_it,SciERC,test,CVPR_1999_15_abs,main,P5,physical,1,1,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,14,14,6,4,0,0.0,1,1313,768,34.351819
025a3f5f1a584a7d8eb93bfc,gemma_3_12b_it,SciER,test,53109398,main,P4,physical,1,1,0.68,0.05362776025236593,0.09941520467836258,0.84,0.06624605678233439,0.12280701754385966,0.13333333333333333,0.012422360248447204,0.022727272727272724,25,317,15,161,5,0.2,1,5629,2048,166.274549
025a5576f1dbfa05516795c3,gemma_3_12b_it,SciERC,test,W02-1602,ablation,A3,physical,1,1,0.4666666666666667,0.2692307692307692,0.3414634146341463,0.4666666666666667,0.2692307692307692,0.3414634146341463,0.0,0.0,0.0,15,26,6,13,0,0.0,1,780,768,33.417219
025dc9d1cee00679c56da97d,gemma_3_12b_it,SciERC,test,C94-1091,main,P3,physical,1,1,0.23529411764705882,0.2857142857142857,0.2580645161290323,0.29411764705882354,0.35714285714285715,0.3225806451612903,0.0,0.0,0.0,17,14,8,8,0,0.0,1,522,768,32.906835
026051982684b0803fffccdb,gemma_3_12b_it,SciER,test,244256,main,P4,physical,1,1,0.8260869565217391,0.1043956043956044,0.1853658536585366,0.8260869565217391,0.1043956043956044,0.1853658536585366,0.5,0.05813953488372093,0.10416666666666667,23,182,10,86,2,0.08695652173913043,1,3003,2048,170.078673
