model_id,dataset,phase,condition,documents,json_valid_mean,json_valid_ci_low,json_valid_ci_high,schema_valid_mean,schema_valid_ci_low,schema_valid_ci_high,entity_exact_f1_mean,entity_exact_f1_ci_low,entity_exact_f1_ci_high,entity_partial_f1_mean,entity_partial_f1_ci_low,entity_partial_f1_ci_high,relation_exact_f1_mean,relation_exact_f1_ci_low,relation_exact_f1_ci_high,hallucinated_entity_rate_mean,hallucinated_entity_rate_ci_low,hallucinated_entity_rate_ci_high,truncated_at_limit_mean,truncated_at_limit_ci_low,truncated_at_limit_ci_high,prompt_tokens_mean,prompt_tokens_ci_low,prompt_tokens_ci_high,output_tokens_mean,output_tokens_ci_low,output_tokens_ci_high,seconds_per_item_in_batch_mean,seconds_per_item_in_batch_ci_low,seconds_per_item_in_batch_ci_high
mistral_7b_instruct_v03,EBM-NLP,ablation_alias,A1,84,1.0,1.0,1.0,0.8809523809523809,0.8095238095238095,0.9404761904761905,0.1146475594889701,0.09604622601297665,0.13359376017011343,0.22530229107253386,0.20052242914652077,0.24890597896413574,1.0,1.0,1.0,0.039895124716553286,0.021045564058956915,0.05955534297052152,0.0,0.0,0.0,716.4642857142857,684.3169642857143,748.7520833333333,110.23809523809524,95.31994047619047,129.40535714285713,19.815365607142866,17.03361750327381,23.12071945744049
mistral_7b_instruct_v03,EBM-NLP,main,P1,191,1.0,1.0,1.0,0.9842931937172775,0.9633507853403142,1.0,0.1233214040109747,0.10765645549551166,0.13891163173559543,0.2862146576112774,0.2660724707281099,0.307262952347889,1.0,1.0,1.0,0.08081949080461873,0.06422245960364138,0.09886279504318617,0.0,0.0,0.0,527.3560209424083,505.376832460733,550.2204188481676,315.68586387434556,298.9825916230367,333.40471204188475,56.49528193193717,53.629264506020924,59.48946689175392
mistral_7b_instruct_v03,EBM-NLP,main,P2,191,1.0,1.0,1.0,1.0,1.0,1.0,0.11823602878292543,0.10199809163523102,0.13375280386892788,0.27585160102778883,0.2566515505888458,0.29701018761181003,1.0,1.0,1.0,0.11065110794719503,0.08801748044712701,0.13504568243175638,0.0,0.0,0.0,581.3560209424083,558.983115183246,604.2777486910994,255.0628272251309,237.3696335078534,271.78167539267014,45.824085801047104,42.77842309384815,48.94799103678011
mistral_7b_instruct_v03,EBM-NLP,main,P3,191,1.0,1.0,1.0,0.9947643979057592,0.9842931937172775,1.0,0.11092595627036346,0.09648809458027627,0.12588368202531056,0.2669870670700013,0.24871779450485396,0.28578755274606715,1.0,1.0,1.0,0.11881710417808511,0.096305175852744,0.14205372107531788,0.0,0.0,0.0,645.3560209424083,624.1133507853403,667.6918848167539,234.8324607329843,220.5193717277487,250.45615183246073,42.22693124607332,39.58322519947644,45.1496408589005
mistral_7b_instruct_v03,EBM-NLP,main,P4,191,1.0,1.0,1.0,0.900523560209424,0.8586387434554974,0.9424083769633508,0.10532337150469534,0.09137780675020507,0.11901258291341132,0.22221903507582427,0.20384202451937025,0.24169719767831366,1.0,1.0,1.0,0.038820705181961714,0.02509828086398767,0.05387561573098222,0.0,0.0,0.0,717.3560209424083,696.690837696335,740.2223821989529,110.04712041884817,100.7675392670157,120.92683246073298,19.774146277486924,18.042472074345564,21.633054278926704
mistral_7b_instruct_v03,EBM-NLP,main,P5,191,1.0,1.0,1.0,0.9581151832460733,0.9267015706806283,0.9842931937172775,0.0956701691334478,0.08177791654638404,0.11029961891251373,0.19530826920886402,0.1770789712475367,0.213427723818266,1.0,1.0,1.0,0.06845644175487109,0.048045299668336316,0.0913162406601543,0.0,0.0,0.0,935.3560209424083,913.3586387434555,959.2712041884818,103.84293193717278,95.61780104712042,112.49332460732982,18.348568198952886,16.884981960863882,19.81371404384816
mistral_7b_instruct_v03,EBM-NLP,main,P6,191,1.0,1.0,1.0,0.9842931937172775,0.9633507853403142,1.0,0.09082868800330135,0.07876422106170877,0.10361565794957033,0.18797410245442395,0.17316869224227674,0.2034816244268239,1.0,1.0,1.0,0.048454797777249266,0.030935002273160574,0.06628167994275169,0.0,0.0,0.0,1108.3560209424083,1086.1820680628273,1131.314790575916,96.4869109947644,88.62264397905759,104.69175392670157,16.93537127225131,15.61048593115183,18.395747067670158
mistral_7b_instruct_v03,SciER,ablation,A2,16,1.0,1.0,1.0,0.375,0.125,0.625,0.03913215711575087,0.014954190795852702,0.06749786567029221,0.053918200396677704,0.022310463246399587,0.08840302899755552,0.011316514873286419,0.001388888888888889,0.024933911339520096,0.04932682806324111,0.017119565217391303,0.08849740612648221,0.0625,0.0,0.1875,4970.5,4066.9453125,6115.153125,603.125,337.98281249999997,911.08125,105.45804631250002,58.593112664062495,158.6994562999999
mistral_7b_instruct_v03,SciER,ablation,A3,16,1.0,1.0,1.0,0.9375,0.8125,1.0,0.06213392904286638,0.03862845866893322,0.09138158280992073,0.08884360108700022,0.05553743455940003,0.12699536826856594,0.01576381477516181,0.004514137505684017,0.03072109486877557,0.14393597987975676,0.07285960558003689,0.23099427499658395,0.0625,0.0,0.1875,4815.5,3862.5734374999997,5872.740625,880.375,615.9765625,1175.1656249999999,154.425320375,107.80960760625001,206.3530038078125
mistral_7b_instruct_v03,SciER,ablation,A4,16,1.0,1.0,1.0,1.0,1.0,1.0,0.05161385607336606,0.03821599187359871,0.06800319959616201,0.08223604166234674,0.06263363238095011,0.10453567396741119,0.016186854269693688,0.0053274833084826475,0.03012194796562157,0.16751230540293044,0.07499971382783882,0.26315104166666664,0.0,0.0,0.0,4805.5,3872.3,5866.389062499999,848.0,662.30625,1055.63125,148.39033606250004,112.7799063484375,185.0181873140625
mistral_7b_instruct_v03,SciER,ablation,A5,16,1.0,1.0,1.0,0.8125,0.625,1.0,0.048332503923842064,0.030682833282112586,0.06815667147544534,0.07135306344049797,0.047051369316973304,0.09923202446483635,0.012376677395065531,0.0030084202542520772,0.026021005409128495,0.14321913992869875,0.058766502339572195,0.2438609486408198,0.1875,0.0,0.375,5197.5,4249.1109375,6314.506249999999,1092.375,826.6796875,1387.3624999999997,192.72770425000002,144.93903748281252,246.6170567828125
mistral_7b_instruct_v03,SciER,ablation,A6,16,1.0,1.0,1.0,0.75,0.5,0.9375,0.05897145918342042,0.034508974173691774,0.08519071934052184,0.0884120673999268,0.05588547167437191,0.12289744951684095,0.008990064473037166,0.0024752475247524753,0.01657346545426432,0.11173171191553544,0.044846291882137464,0.18894320548732307,0.0625,0.0,0.1875,5114.5,4192.7125,6264.653124999999,738.875,479.7734375,1037.1875,130.339094125,84.9208050703125,181.62662204375
mistral_7b_instruct_v03,SciER,ablation_alias,A0,16,1.0,1.0,1.0,0.875,0.6875,1.0,0.0504715288775773,0.032355123501019836,0.07077788163274613,0.08007868331271704,0.049793030393305925,0.11103133373141666,0.01717576890124714,0.005751422921010335,0.03145060044294258,0.1491714015151515,0.0703872711489899,0.23489800347222223,0.125,0.0,0.3125,4691.5,3735.303125,5772.165625,1047.6875,781.9906249999999,1320.815625,182.54117593749996,136.38793808906252,229.69001777812497
mistral_7b_instruct_v03,SciER,ablation_alias,A1,16,1.0,1.0,1.0,0.75,0.5,0.9375,0.04661520786901642,0.02801582091077851,0.07013060793995453,0.064220832235024,0.03883681506122412,0.09008143467584966,0.015703549369389842,0.005011739246200289,0.028646005909496675,0.0785599816849817,0.024553571428571428,0.14241786858974353,0.0625,0.0,0.1875,4772.5,3833.3093750000003,5951.782812500001,902.5625,652.1453124999999,1167.7640624999997,157.9458056875,113.77814474375002,204.26018654843747
mistral_7b_instruct_v03,SciER,main,P1,16,1.0,1.0,1.0,0.8125,0.625,1.0,0.04132071922186222,0.024330609665381284,0.05921352894429234,0.061815681486390175,0.038871923999176994,0.0851061281693267,0.014411240772460317,0.0030049786628733996,0.027857917737822452,0.12728174603174602,0.03793526785714286,0.2367063492063492,0.1875,0.0,0.375,4573.5,3654.1921875,5659.954687499999,1086.0625,843.9375,1370.9312499999996,190.88461131249994,146.2914595875,236.98481858124987
mistral_7b_instruct_v03,SciER,main,P2,16,1.0,1.0,1.0,0.875,0.6875,1.0,0.04978654834476596,0.028288210355346028,0.07743051957480679,0.07741232524712692,0.051163382652697695,0.10867688726578767,0.018381587963545647,0.006435119770806248,0.03331858875764315,0.1610776735237942,0.0717125863839226,0.26505255340923445,0.125,0.0,0.3125,4627.5,3690.78125,5675.804687499999,1029.25,772.2093749999999,1303.6015624999998,180.47353368749995,137.4242023609375,228.33240648124993
mistral_7b_instruct_v03,SciER,main,P3,16,1.0,1.0,1.0,0.875,0.6875,1.0,0.0504715288775773,0.032601578350373264,0.07203767974064601,0.08007868331271704,0.051548026280630425,0.11146566124145929,0.01717576890124714,0.005565528714192919,0.031235816319036425,0.1491714015151515,0.07269215593434343,0.23978298611111099,0.125,0.0,0.3125,4691.5,3791.9796874999997,5814.30625,1047.6875,792.7859375,1330.9765624999993,182.54117593749996,137.632954296875,231.16003815312496
mistral_7b_instruct_v03,SciER,main,P4,16,1.0,1.0,1.0,0.75,0.5,0.9375,0.04661520786901642,0.027218824663487972,0.06888541203515461,0.064220832235024,0.039408939345861,0.09190056915454346,0.015703549369389842,0.005539477752896622,0.027951310331552723,0.0785599816849817,0.02855282738095238,0.14270404075091572,0.0625,0.0,0.1875,4772.5,3886.0609375000004,5907.878124999999,902.5625,668.0578125,1191.6265624999999,157.9458056875,116.33083529843752,205.82216924687498
mistral_7b_instruct_v03,SciER,main,P5,16,1.0,1.0,1.0,0.5,0.25,0.75,0.03262431470433824,0.012104482381778145,0.05669349313369379,0.04402218078065876,0.01990622224232626,0.07460985155849688,0.019325453253333635,0.006573734512158866,0.034957643686800585,0.025954570791527312,0.002403846153846154,0.057959401709401705,0.25,0.0625,0.4375,5094.5,4175.1109375,6160.846874999999,1046.1875,695.353125,1426.2593749999996,183.73595437500003,121.58392627343747,246.33604392187496
mistral_7b_instruct_v03,SciER,main,P6,16,1.0,1.0,1.0,0.5625,0.3125,0.8125,0.03470527170573203,0.015001769153121456,0.056504661545587885,0.05143650209169588,0.02484266885096868,0.0789672727829381,0.011412211542798045,0.002529910269192423,0.024673560839221446,0.05046550671550672,0.009895833333333335,0.10741662851037848,0.125,0.0,0.3125,5267.5,4336.143749999999,6337.40625,777.625,455.6359375,1148.5515624999998,136.6833471875,84.36266407812501,195.82893418749998
mistral_7b_instruct_v03,SciERC,ablation,A2,100,1.0,1.0,1.0,0.85,0.77,0.92,0.24628354934779462,0.2139799401947313,0.2784609933848221,0.30032855055057867,0.26333622137308327,0.33724663186087683,0.03353578754880933,0.01893079263597866,0.050431007958440986,0.06714970146177239,0.0322783207908923,0.11043649832956895,0.03,0.0,0.07,1389.79,1377.988,1402.85,362.84,336.50325,390.0302499999999,63.72236308000001,59.347632172999994,68.42278359874997
mistral_7b_instruct_v03,SciERC,ablation,A3,100,1.0,1.0,1.0,0.69,0.59,0.78,0.19429632631279795,0.15860329771071702,0.23182609029182272,0.2466626665752662,0.20714635885917967,0.28885802901520413,0.016709695533224943,0.007160941999177293,0.027325204534028053,0.04403396603396604,0.02747684815184815,0.06137748778998778,0.31,0.22,0.4,666.79,655.25975,680.73125,628.61,600.8495,655.35125,112.93791578,108.1292632785,117.63347044700001
mistral_7b_instruct_v03,SciERC,ablation,A4,100,1.0,1.0,1.0,0.66,0.57,0.75,0.14520638999105961,0.11596362514506997,0.17382829300553615,0.17858350887462976,0.1457067916650871,0.2110543269225564,0.016625942684766217,0.006955494505494506,0.027994397759103645,0.028091852591852585,0.014997200715950718,0.042253805916305905,0.32,0.23,0.41,625.79,613.60975,638.91125,625.46,597.842,651.24325,112.25609713999998,107.51330202175002,116.992864314
mistral_7b_instruct_v03,SciERC,ablation,A5,100,1.0,1.0,1.0,0.55,0.45,0.65,0.13292584314314562,0.10206288690137283,0.1641729456622281,0.1655584646794701,0.12859368940746288,0.20336843492798806,0.011581202046035806,0.0035281329923273655,0.02118612531969308,0.025189865689865688,0.010289682539682538,0.04123946886446886,0.43,0.33,0.53,1631.79,1619.7395,1645.65175,651.42,622.0577499999999,678.6649999999998,115.40567531,110.50682406550001,120.20120089425002
mistral_7b_instruct_v03,SciERC,ablation,A6,100,1.0,1.0,1.0,0.82,0.74,0.89,0.23624252003447277,0.2017169708544339,0.27070189029673775,0.28702919118360254,0.24946633958441605,0.324234197885229,0.036877576067080385,0.021793177207144025,0.053597329365001924,0.08230553188641423,0.04418255884230149,0.12845228860192096,0.19,0.12,0.27,1566.79,1554.5375,1579.57025,526.45,493.57475,560.413,92.92180824999996,86.92131161025004,98.93969771649996
mistral_7b_instruct_v03,SciERC,ablation_alias,A0,100,1.0,1.0,1.0,0.54,0.44,0.63,0.11993808326038578,0.08855797047109652,0.15239967160627135,0.14376975302606884,0.10655302411236806,0.18032154687415453,0.015345820845820845,0.006946022727272728,0.025781836219336215,0.027397491397491397,0.014438843795093793,0.042024719030969035,0.46,0.37,0.56,511.79,499.16675000000004,525.22075,659.82,633.1574999999999,684.8605000000001,119.97432078999995,115.02344839125004,124.65758859399995
mistral_7b_instruct_v03,SciERC,ablation_alias,A1,100,1.0,1.0,1.0,0.79,0.71,0.87,0.24423281463083701,0.21302663503102304,0.27775414431706313,0.2933949934789075,0.25732959410308726,0.3306902728218097,0.034908440734601726,0.02128697329344388,0.049745352163432656,0.0275505883005883,0.01659865447052947,0.03906701319513818,0.02,0.0,0.05,851.79,839.6,865.63025,370.32,345.78825,398.58399999999995,65.61343620999996,61.19260254524996,70.36351284475002
mistral_7b_instruct_v03,SciERC,main,P1,100,1.0,1.0,1.0,0.63,0.53,0.72,0.16512535584794796,0.1346545792916226,0.19685174294180358,0.19990055285513492,0.16279263823772408,0.23723707266247934,0.014085292742622995,0.005466793168880456,0.02407356722492644,0.0333550616050616,0.019447023809523806,0.047819299450549434,0.36,0.27,0.45,393.79,380.8595,406.07025,660.57,636.63775,682.59175,118.37424464000003,113.91010738624999,122.57136968825003
mistral_7b_instruct_v03,SciERC,main,P2,100,1.0,1.0,1.0,0.56,0.46,0.65,0.13996676044401735,0.11137366254103113,0.1718826198871557,0.16532290315273557,0.13133965692277738,0.20091025365211587,0.01580367671544142,0.006532152406417112,0.02683452699261522,0.015574897324897323,0.006796927378177379,0.026001923770673764,0.41,0.31,0.51,447.79,434.8895,459.89025,654.23,630.22425,678.21225,118.23722298999994,113.35610804800005,122.58968739349999
mistral_7b_instruct_v03,SciERC,main,P3,100,1.0,1.0,1.0,0.54,0.44,0.63,0.11993808326038578,0.0897145105243248,0.15168789034451668,0.14376975302606884,0.10735726643432641,0.1801483720414212,0.015345820845820845,0.006722141053391054,0.025295979714729713,0.027397491397491397,0.014458596264846264,0.04197418623043621,0.46,0.36,0.56,511.79,500.07875,524.8505,659.82,632.44825,686.241,119.97432078999995,114.97588237674992,124.77228643674995
mistral_7b_instruct_v03,SciERC,main,P4,100,1.0,1.0,1.0,0.79,0.71,0.86,0.24423281463083701,0.21170786813161588,0.27644303884234295,0.2933949934789075,0.2573273746430656,0.32878744404320576,0.034908440734601726,0.021580677275963654,0.05003590174411767,0.0275505883005883,0.017224957681207683,0.039020871489621495,0.02,0.0,0.05,851.79,839.99825,864.9304999999999,370.32,344.90475,398.2235,65.61343620999996,61.03598660099999,70.11211983649999
mistral_7b_instruct_v03,SciERC,main,P5,100,1.0,1.0,1.0,0.91,0.85,0.96,0.2598662041579493,0.2260833920623156,0.2921283357763094,0.3224236903409154,0.2868947664947511,0.35999152069995877,0.027123006084615993,0.015726121028094713,0.04015513474285143,0.11635005197984735,0.0674632466478534,0.17312880081519777,0.04,0.01,0.08,1544.79,1532.2495,1557.112,372.9,344.69925,403.11075,65.55213468999999,60.35724791125001,70.98750574349997
mistral_7b_instruct_v03,SciERC,main,P6,100,1.0,1.0,1.0,0.91,0.85,0.96,0.2615529461939934,0.22977993884832787,0.29489680160461623,0.3239436762670768,0.28897709020690227,0.3599908399065855,0.034867188112685486,0.022216375340632307,0.049194745070691374,0.06283005883005884,0.03199680597180597,0.09947991452991452,0.04,0.01,0.08,1717.79,1705.25975,1730.69225,351.77,323.518,384.46099999999996,61.87141635,56.679623135249976,67.44844918699998
qwen3_8b,EBM-NLP,ablation,A2,84,1.0,1.0,1.0,0.9880952380952381,0.9642857142857143,1.0,0.14300482028579456,0.12176568827401914,0.16644882586834106,0.2279470174701593,0.20362252205501077,0.254080341635087,1.0,1.0,1.0,0.009325396825396823,0.0,0.021626984126984123,0.03571428571428571,0.0,0.08333333333333333,728.3452380952381,700.0354166666667,756.4136904761905,208.33333333333334,173.28571428571428,246.9529761904762,4.205615380952382,3.553281865178571,4.8969167604166675
qwen3_8b,EBM-NLP,ablation,A3,84,1.0,1.0,1.0,0.9523809523809523,0.9047619047619048,0.9880952380952381,0.16131469201233312,0.1399847378480928,0.18339567082594374,0.3235702856703572,0.29323549592919546,0.35328565684060054,1.0,1.0,1.0,0.0595857845857846,0.036736106981642695,0.08707970435649005,0.03571428571428571,0.0,0.08333333333333333,607.3452380952381,578.5589285714286,636.7053571428572,303.0357142857143,267.3803571428571,341.14642857142854,6.02437294047619,5.321789650892859,6.7684319294642865
qwen3_8b,EBM-NLP,ablation,A4,84,1.0,1.0,1.0,1.0,1.0,1.0,0.17678971955997227,0.15373791318755464,0.19971572256296863,0.32496696028656646,0.29637590089640675,0.3537025728693563,1.0,1.0,1.0,0.046867187045758464,0.026493982208267923,0.07307053644107214,0.023809523809523808,0.0,0.05952380952380952,654.3452380952381,625.2357142857143,681.6601190476191,298.2857142857143,263.03809523809525,335.83124999999995,6.109327797619048,5.373360719345239,6.883578610416665
qwen3_8b,EBM-NLP,ablation,A5,84,1.0,1.0,1.0,0.9880952380952381,0.9642857142857143,1.0,0.1745363275115216,0.1520250961385532,0.19807161544223983,0.3212553334120959,0.29500809259323113,0.350100477894535,1.0,1.0,1.0,0.036368030118030116,0.020908210506424794,0.05358520117448685,0.011904761904761904,0.0,0.03571428571428571,863.3452380952381,834.1306547619048,892.0505952380952,248.1904761904762,220.0532738095238,276.9023809523809,5.236601309523808,4.640307269940478,5.880947389880953
qwen3_8b,EBM-NLP,ablation,A6,84,1.0,1.0,1.0,0.9761904761904762,0.9404761904761905,1.0,0.19927866655058954,0.17529576397339056,0.22211833043774507,0.3576838771492681,0.32509791654383635,0.38876726032740455,1.0,1.0,1.0,0.010008430981820337,0.002723665223665223,0.01864938104871578,0.03571428571428571,0.0,0.07142857142857142,805.3452380952381,777.9098214285714,833.8827380952381,309.7857142857143,282.3032738095238,341.0032738095238,6.380828202380955,5.767642453273812,7.024051861309523
qwen3_8b,EBM-NLP,ablation_alias,A0,84,1.0,1.0,1.0,0.9761904761904762,0.9404761904761905,1.0,0.16470646238144346,0.14352800275626232,0.18623000012730057,0.3254816095302381,0.2963370759333731,0.3548168824578294,1.0,1.0,1.0,0.04639477585906157,0.025311418905168907,0.07089640022675733,0.07142857142857142,0.023809523809523808,0.13095238095238096,555.3452380952381,525.4752976190476,583.0717261904762,313.23809523809524,275.7604166666667,355.97738095238094,6.367189166666668,5.562606783630953,7.2014596708333345
qwen3_8b,EBM-NLP,ablation_alias,A1,84,1.0,1.0,1.0,1.0,1.0,1.0,0.15419171453374325,0.1323716045671867,0.17755142356927586,0.29186315085695813,0.2621902952270327,0.32004416583521683,1.0,1.0,1.0,0.014101473922902492,0.0036848072562358277,0.026714852607709748,0.09523809523809523,0.03571428571428571,0.16666666666666666,610.3452380952381,582.7229166666667,639.9529761904762,285.6309523809524,239.6419642857143,332.275,5.752133107142858,4.851594479761905,6.651127124702378
qwen3_8b,EBM-NLP,main,P1,191,1.0,1.0,1.0,0.9947643979057592,0.9842931937172775,1.0,0.1767772360758256,0.16042031497284343,0.1936671862767214,0.34275548612055395,0.32246568680016285,0.3635894809928946,1.0,1.0,1.0,0.08884799638170642,0.06948384594639996,0.10947952223096663,0.07853403141361257,0.041884816753926704,0.12041884816753927,456.75916230366494,436.9048429319372,476.3971204188481,338.69633507853405,310.61544502617795,366.8903141361256,6.827973502617799,6.302835142801053,7.376267124738224
qwen3_8b,EBM-NLP,main,P2,191,1.0,1.0,1.0,1.0,1.0,1.0,0.17565001715304945,0.15988360337903143,0.1920808471463431,0.33450229336399884,0.3131007072045485,0.35572743862234535,1.0,1.0,1.0,0.06675687605006975,0.049459499197719095,0.08663849748273832,0.07329842931937172,0.03664921465968586,0.11518324607329843,500.75916230366494,479.5818062827225,521.0164921465969,346.282722513089,318.261387434555,375.2456806282722,6.974622743455499,6.39950922028796,7.57292125209424
qwen3_8b,EBM-NLP,main,P3,191,1.0,1.0,1.0,0.9842931937172775,0.9633507853403142,1.0,0.16395082637993458,0.1479169488525755,0.1797203223432005,0.32130633657530905,0.30141220832956994,0.34175758121048166,1.0,1.0,1.0,0.052305082933355174,0.03739194306275458,0.06936107195596723,0.09424083769633508,0.05235602094240838,0.13612565445026178,555.7591623036649,535.2697643979058,575.6938481675393,318.4816753926702,290.732722513089,347.2989528795811,6.431800115183244,5.8435681975130915,7.024925726047118
qwen3_8b,EBM-NLP,main,P4,191,1.0,1.0,1.0,0.9947643979057592,0.9842931937172775,1.0,0.15173339088306004,0.13733127482321858,0.16641326081309796,0.2909366024084277,0.27175472883808216,0.31052283046854795,1.0,1.0,1.0,0.013258604626750123,0.005858108950386437,0.022265865908226053,0.07853403141361257,0.041884816753926704,0.11518324607329843,610.7591623036649,591.4468586387435,630.5789267015706,276.83769633507853,247.20837696335082,305.77657068062825,5.563669790575915,4.978419088219894,6.172395012696334
qwen3_8b,EBM-NLP,main,P5,191,1.0,1.0,1.0,0.9947643979057592,0.9842931937172775,1.0,0.14067733347796108,0.12613649763558296,0.1559065438951885,0.2593579296241053,0.24204524053459392,0.2774875762985973,1.0,1.0,1.0,0.012332751599767306,0.00494109947643979,0.02105948225712623,0.04712041884816754,0.020942408376963352,0.07853403141361257,780.7591623036649,761.5845549738219,800.8039267015707,202.9109947643979,179.43376963350784,229.0476439790576,4.198680570680627,3.6950703910994784,4.763093672905757
qwen3_8b,EBM-NLP,main,P6,191,1.0,1.0,1.0,1.0,1.0,1.0,0.15099349080204627,0.13629866156749731,0.16650855844586182,0.2731044289829587,0.2543049128228436,0.2912382829728853,1.0,1.0,1.0,0.010859268712671854,0.0048071256840890335,0.017978113364239014,0.020942408376963352,0.005235602094240838,0.041884816753926704,927.7591623036649,909.2625654450262,948.6769633507853,183.54450261780104,165.6157068062827,204.3273560209424,3.918132319371728,3.5253033565445033,4.343768862172774
qwen3_8b,SciER,ablation,A2,16,1.0,1.0,1.0,0.375,0.125,0.625,0.0675990065571621,0.022623408188415718,0.11895185611939459,0.0820806905070981,0.028408143585104934,0.14286712020805922,0.01807804261501327,0.004090589350704958,0.034740564627581114,0.027327935222672066,0.0,0.07869433198380567,0.625,0.375,0.8125,4455.4375,3574.621875,5443.9234375,1792.25,1589.621875,1955.63125,70.70971068749999,62.612038351562504,77.54095705312501
qwen3_8b,SciER,ablation,A3,16,1.0,1.0,1.0,0.5,0.25,0.75,0.057985554728051614,0.02753860838555358,0.08998228597822723,0.08174367989407554,0.040203547616983366,0.12313606467776683,0.021195394934793423,0.007667111792493716,0.03611813026540935,0.06155814437278968,0.010434782608695653,0.1389138885999584,0.5,0.25,0.75,4341.4375,3545.6015625,5306.440624999999,1705.625,1481.9375,1901.31875,66.9168404375,57.81998447499999,75.09599926406248
qwen3_8b,SciER,ablation,A4,16,1.0,1.0,1.0,0.1875,0.0,0.375,0.016934074925618978,0.0,0.03879323705887791,0.022412644052270607,0.0,0.047945028857217825,0.011596754439681568,0.0,0.028628291488058788,0.0,0.0,0.0,0.8125,0.625,1.0,4332.4375,3466.25625,5341.0125,1827.9375,1570.5625,2048.0,71.43322906249999,61.4808540640625,79.91361107031248
qwen3_8b,SciER,ablation,A5,16,1.0,1.0,1.0,0.5625,0.3125,0.8125,0.056818494389426266,0.025291638579586738,0.09274773802625177,0.07044309834553038,0.03428450027986691,0.1122159656385688,0.03009762763694957,0.011710933236310714,0.052240702488398044,0.05278079508318479,0.003472222222222222,0.13948004864824715,0.4375,0.1875,0.6875,4631.4375,3800.1640625,5635.364062499998,1536.0,1275.0171874999999,1788.5468749999998,60.52524075000001,50.069812732812515,70.6062183484375
qwen3_8b,SciER,ablation,A6,16,1.0,1.0,1.0,0.1875,0.0,0.375,0.033429691653375865,0.0,0.07134170653907497,0.03937898724082935,0.0,0.08308641513822417,0.006510416666666665,0.0,0.019531249999999997,0.01644736842105263,0.0,0.04605263157894736,0.8125,0.6234375000000001,1.0,4583.4375,3745.1609375000003,5618.299999999999,1902.375,1714.91875,2048.0,74.5896319375,67.61511372812501,80.283513259375
qwen3_8b,SciER,ablation_alias,A0,16,1.0,1.0,1.0,0.3125,0.12343750000000009,0.5625,0.03843078947040388,0.010460372960372959,0.07385461976221544,0.04979198244396668,0.015495867768595042,0.09098715610571788,0.020579282849503437,0.00390625,0.04072944518716578,0.011994949494949494,0.0,0.03251262626262626,0.6875,0.4375,0.875,4233.4375,3380.2859375,5238.237499999999,1834.75,1650.1875,1984.8125,71.70490625000001,63.9922866390625,78.1401252234375
qwen3_8b,SciER,ablation_alias,A1,16,1.0,1.0,1.0,0.0625,0.0,0.1875,0.01907630522088354,0.0,0.05722891566265062,0.020582329317269075,0.0,0.061746987951807226,0.0015625000000000003,0.0,0.004687500000000001,0.005555555555555556,0.0,0.016666666666666666,0.875,0.6875,1.0,4294.4375,3433.6765625000003,5213.196874999999,2023.125,1985.375,2048.0,79.61933918749999,78.25176729374999,80.79937627968751
qwen3_8b,SciER,main,P1,16,1.0,1.0,1.0,0.3125,0.125,0.5625,0.02553672173011101,0.004712008411002501,0.05358651319006964,0.04012821573442353,0.012711864406779662,0.07217009883158841,0.008956682279946374,0.0,0.020999784312979167,0.030933235867446392,0.0,0.07731481481481482,0.6875,0.4375,0.875,4134.4375,3327.896875,5141.1859374999985,1902.5,1784.125,2006.375,74.0865533125,69.2467416734375,78.26048898125
qwen3_8b,SciER,main,P2,16,1.0,1.0,1.0,0.3125,0.125,0.5625,0.039263166627475844,0.012037441724941724,0.07082963722817753,0.0468374864962036,0.011695906432748537,0.08132905990893242,0.016367717643164515,0.0,0.03347815292949354,0.01023391812865497,0.0,0.027412280701754384,0.6875,0.4375,0.875,4178.4375,3375.4953124999997,5173.2328125,1762.5625,1508.75,1976.3125,69.52955075,59.438337048437496,77.91197232812499
qwen3_8b,SciER,main,P3,16,1.0,1.0,1.0,0.3125,0.125,0.5625,0.03843078947040388,0.009337044534412956,0.0734644858378323,0.04979198244396668,0.015449365449365449,0.09092984209294362,0.020579282849503437,0.00390625,0.04197380514705881,0.011994949494949494,0.0,0.03251262626262626,0.6875,0.4375,0.875,4233.4375,3405.3234375,5253.0015625,1834.75,1642.109375,1996.1875,71.70490625000001,64.352625746875,78.0573062703125
qwen3_8b,SciER,main,P4,16,1.0,1.0,1.0,0.0625,0.0,0.1875,0.01907630522088354,0.0,0.05722891566265062,0.020582329317269075,0.0,0.061746987951807226,0.0015625000000000003,0.0,0.004687500000000001,0.005555555555555556,0.0,0.016666666666666666,0.875,0.6875,1.0,4294.4375,3460.921875,5276.090625,2023.125,1985.375,2048.0,79.61933918749999,78.2179879140625,80.7986754953125
qwen3_8b,SciER,main,P5,16,1.0,1.0,1.0,0.1875,0.0,0.375,0.013399772340479125,0.002994011976047904,0.029793556657006153,0.020118006396420803,0.0,0.04247499724197386,0.008472567839791445,0.0,0.0241290437255599,0.0,0.0,0.0,0.8125,0.625,1.0,4563.4375,3712.3015625,5597.453125,1862.125,1653.340625,2048.0,73.5124548125,64.97859745,80.73894661875
